2	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0
15	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0
17	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0
19	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
30	0	0	0	0	0	0	0
31	0	0	0	0	0	0	0
32	0	0	0	0	0	0	0
33	0	0	0	0	0	0	0
34	0	0	0	0	0	0	0
35	0	0	0	0	0	0	0
36	0	0	0	0	0	0	0
37	0	0	0	0	0	0	0
38	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0
40	0	0	0	0	0	0	0
41	0	0	0	0	0	0	0
42	0	0	0	0	0	0	0
43	0	0	0	0	0	0	0
44	0	0	0	0	0	0	0
45	0	0	0	0	0	0	0
46	0	0	0	0	0	0	0
47	0	0	0	0	0	0	0
48	0	0	0	0	0	0	0
49	0	0	0	0	0	0	0
50	0	0	0	0	0	0	0
51	0	0	0	0	0	0	0
52	0	0	0	0	0	0	0
53	0	0	0	0	0	0	0
54	0	0	0	0	0	0	0
55	0	0	0	0	0	0	0
56	0	0	0	0	0	0	0
57	0	0	0	0	0	0	0
58	0	0	0	0	0	0	0
59	0	0	0	0	0	0	0
60	0.00017607215902722703	-0.0012800818918597043	-0.004327739576588532	-1.2876016544000002	2.3597046456000004	0.7694158292000002	8.6632686504
61	0.00017836763028018896	-0.0013678825542346484	-0.004268622746769967	-1.2869147123529003	2.3598233196871004	0.7692254522134503	8.663022432721398
62	0.00018042578142148566	-0.0014494119779924846	-0.004210927262226367	-1.2862280320552002	2.3599419480648005	0.7690351629836003	8.6627763552832
63	0.00018226543725335652	-0.0015251273652847007	-0.004154607877299839	-1.2855416134323001	2.3600605307477003	0.7688449614851502	8.662530418041799
64	0.00018390379025655165	-0.0015954477373401512	-0.004099620814994405	-1.2848554564096002	2.3601790677504004	0.7686548476928002	8.6622846209536
65	0.0001853565601504485	-0.0016607575879747836	-0.004045923755386938	-1.2841695609125001	2.3602975590875004	0.7684648215812502	8.662038963974998
66	0.00018663813594933996	-0.001721410141770678	-0.003993475816149945	-1.2834839268664002	2.3604160047736005	0.7682748831252002	8.661793447062399
67	0.00018776170264768807	-0.0017777302646359492	-0.00394223752691712	-1.2827985541967002	2.3605344048233006	0.7680850322993502	8.661548070172199
68	0.00018873935438150604	-0.0018300170681112035	-0.0038921707989152806	-1.2821134428288001	2.3606527592512005	0.7678952690784002	8.661302833260798
69	0.0001895821956690263	-0.0018785462433645967	-0.0038432388910322303	-1.2814285926881002	2.3607710680719003	0.7677055934370502	8.661057736284599
70	0.00019030043212493397	-0.0019235721561675623	-0.003795406373280166	-1.2807440037000002	2.3608893313000006	0.7675160053500003	8.660812779199999
71	0.00019090345186317312	-0.0019653297301515924	-0.003748639088439581	-1.2800596757899	2.3610075489501003	0.7673265047919502	8.660567961963398
72	0.00019139989864920038	-0.002004036142208762	-0.0037029041125247776	-1.2793756088832002	2.3611257210368004	0.7671370917376003	8.660323284531199
73	0.00019179773772969787	-0.002039892350934386	-0.003658169714592031	-1.2786918029053003	2.3612438475747	0.7669477661616503	8.6600787468598
74	0.00019210431515304127	-0.0020730844764471307	-0.003614405316312302	-1.2780082577816	2.3613619285784004	0.7667585280388003	8.659834348905598
75	0.0001923264112945241	-0.0021037850477023065	-0.003571581451648085	-1.2773249734375003	2.3614799640625	0.7665693773437503	8.659590090624999
76	0.00019247028921428512	-0.002132154131487357	-0.003529669726905496	-1.2766419497984	2.3615979540416006	0.7663803140512002	8.659345971974398
77	0.00019254173840109037	-0.0021583403556137185	-0.0034886427813763435	-1.2759591867897002	2.3617158985303	0.7661913381358503	8.659101992910198
78	0.00019254611439006565	-0.0021824818373597657	-0.0034484742487378454	-1.2752766843368002	2.3618337975432	0.7660024495724003	8.658858153388799
79	0.00019248837468573433	-0.0022047070269462796	-0.0034091387193389603	-1.2745944423651	2.3619516510949006	0.7658136483355502	8.6586144533666
80	0.00019237311137217079	-0.0022251354747124196	-0.0033706117034703106	-1.2739124608000003	2.3620694592	0.7656249344000002	8.658370892799999
81	0.00019220458074871975	-0.0022438785296854573	-0.003332869595688223	-1.2732307395669002	2.3621872218731004	0.7654363077404502	8.658127471645399
82	0.00019198673029176838	-0.0022610399763819005	-0.00329588964024175	-1.2725492785912003	2.3623049391288005	0.7652477683316002	8.657884189859198
83	0.00019172322320968712	-0.002276716615926763	-0.0032596498976337532	-1.2718680777983002	2.3624226109817004	0.7650593161481503	8.6576410473978
