#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2391   0.105315E+03  -0.631406E+01   0.581718E-06  -0.631406E+01   0.258844E+01   0.617795E-08   0.581718E-06   0.617795E-08   0.148696E-08
  2392   0.105137E+03  -0.623212E+01   0.576760E-06  -0.623212E+01   0.256985E+01   0.621068E-08   0.576760E-06   0.621068E-08   0.148581E-08
  2393   0.104954E+03  -0.615013E+01   0.571162E-06  -0.615013E+01   0.255175E+01   0.626252E-08   0.571162E-06   0.626252E-08   0.148467E-08
  2394   0.104768E+03  -0.606809E+01   0.564909E-06  -0.606809E+01   0.253414E+01   0.633409E-08   0.564909E-06   0.633409E-08   0.148353E-08
  2395   0.104577E+03  -0.598605E+01   0.557986E-06  -0.598605E+01   0.251703E+01   0.642602E-08   0.557986E-06   0.642602E-08   0.148239E-08
  2396   0.104382E+03  -0.590405E+01   0.550377E-06  -0.590405E+01   0.250042E+01   0.653890E-08   0.550377E-06   0.653890E-08   0.148125E-08
  2397   0.104183E+03  -0.582210E+01   0.542068E-06  -0.582210E+01   0.248430E+01   0.667337E-08   0.542068E-06   0.667337E-08   0.148012E-08
  2398   0.103980E+03  -0.574023E+01   0.533042E-06  -0.574023E+01   0.246869E+01   0.683002E-08   0.533042E-06   0.683002E-08   0.147898E-08
  2399   0.103773E+03  -0.565848E+01   0.523286E-06  -0.565848E+01   0.245357E+01   0.700948E-08   0.523286E-06   0.700948E-08   0.147785E-08
  2400   0.103561E+03  -0.557687E+01   0.512784E-06  -0.557687E+01   0.243895E+01   0.721236E-08   0.512784E-06   0.721236E-08   0.147671E-08
  2401   0.103345E+03  -0.549545E+01   0.501531E-06  -0.549545E+01   0.242483E+01   0.743888E-08   0.501531E-06   0.743888E-08   0.147558E-08
  2402   0.103126E+03  -0.541422E+01   0.489558E-06  -0.541422E+01   0.241121E+01   0.768770E-08   0.489558E-06   0.768770E-08   0.147445E-08
  2403   0.102901E+03  -0.533324E+01   0.476910E-06  -0.533324E+01   0.239808E+01   0.795709E-08   0.476910E-06   0.795709E-08   0.147332E-08
  2404   0.102674E+03  -0.525252E+01   0.463629E-06  -0.525252E+01   0.238546E+01   0.824531E-08   0.463629E-06   0.824531E-08   0.147219E-08
  2405   0.102442E+03  -0.517210E+01   0.449757E-06  -0.517210E+01   0.237333E+01   0.855064E-08   0.449757E-06   0.855064E-08   0.147107E-08
  2406   0.102207E+03  -0.509200E+01   0.435337E-06  -0.509200E+01   0.236170E+01   0.887133E-08   0.435337E-06   0.887133E-08   0.146994E-08
  2407   0.101968E+03  -0.501225E+01   0.420412E-06  -0.501225E+01   0.235057E+01   0.920566E-08   0.420412E-06   0.920566E-08   0.146882E-08
  2408   0.101724E+03  -0.493287E+01   0.405023E-06  -0.493287E+01   0.233992E+01   0.955188E-08   0.405023E-06   0.955188E-08   0.146769E-08
  2409   0.101478E+03  -0.485390E+01   0.389215E-06  -0.485390E+01   0.232977E+01   0.990828E-08   0.389215E-06   0.990828E-08   0.146657E-08
  2410   0.101227E+03  -0.477536E+01   0.373029E-06  -0.477536E+01   0.232011E+01   0.102731E-07   0.373029E-06   0.102731E-07   0.146545E-08
  2411   0.100973E+03  -0.469728E+01   0.356508E-06  -0.469728E+01   0.231094E+01   0.106446E-07   0.356508E-06   0.106446E-07   0.146433E-08
  2412   0.100714E+03  -0.461968E+01   0.339695E-06  -0.461968E+01   0.230225E+01   0.110211E-07   0.339695E-06   0.110211E-07   0.146321E-08
  2413   0.100453E+03  -0.454260E+01   0.322632E-06  -0.454260E+01   0.229405E+01   0.114009E-07   0.322632E-06   0.114009E-07   0.146210E-08
  2414   0.100188E+03  -0.446604E+01   0.305362E-06  -0.446604E+01   0.228632E+01   0.117821E-07   0.305362E-06   0.117821E-07   0.146098E-08
  2415   0.999188E+02  -0.439006E+01   0.287928E-06  -0.439006E+01   0.227908E+01   0.121631E-07   0.287928E-06   0.121631E-07   0.145987E-08
  2416   0.996470E+02  -0.431465E+01   0.270371E-06  -0.431465E+01   0.227231E+01   0.125421E-07   0.270371E-06   0.125421E-07   0.145875E-08
  2417   0.993715E+02  -0.423987E+01   0.252736E-06  -0.423987E+01   0.226602E+01   0.129175E-07   0.252736E-06   0.129175E-07   0.145764E-08
  2418   0.990930E+02  -0.416573E+01   0.235064E-06  -0.416573E+01   0.226020E+01   0.132874E-07   0.235064E-06   0.132874E-07   0.145653E-08
  2419   0.988108E+02  -0.409226E+01   0.217398E-06  -0.409226E+01   0.225485E+01   0.136501E-07   0.217398E-06   0.136501E-07   0.145542E-08
  2420   0.985264E+02  -0.401947E+01   0.199781E-06  -0.401947E+01   0.224995E+01   0.140039E-07   0.199781E-06   0.140039E-07   0.145431E-08
  2421   0.982383E+02  -0.394739E+01   0.182255E-06  -0.394739E+01   0.224553E+01   0.143471E-07   0.182255E-06   0.143471E-07   0.145320E-08
  2422   0.979471E+02  -0.387605E+01   0.164862E-06  -0.387605E+01   0.224155E+01   0.146780E-07   0.164862E-06   0.146780E-07   0.145210E-08
  2423   0.976538E+02  -0.380546E+01   0.147647E-06  -0.380546E+01   0.223803E+01   0.149947E-07   0.147647E-06   0.149947E-07   0.145099E-08
  2424   0.973568E+02  -0.373566E+01   0.130650E-06  -0.373566E+01   0.223496E+01   0.152956E-07   0.130650E-06   0.152956E-07   0.144989E-08
  2425   0.970575E+02  -0.366665E+01   0.113915E-06  -0.366665E+01   0.223234E+01   0.155790E-07   0.113915E-06   0.155790E-07   0.144878E-08
  2426   0.967552E+02  -0.359846E+01   0.974850E-07  -0.359846E+01   0.223014E+01   0.158430E-07   0.974850E-07   0.158430E-07   0.144768E-08
  2427   0.964500E+02  -0.353112E+01   0.814016E-07  -0.353112E+01   0.222839E+01   0.160860E-07   0.814016E-07   0.160860E-07   0.144658E-08
  2428   0.961425E+02  -0.346463E+01   0.657078E-07  -0.346463E+01   0.222707E+01   0.163063E-07   0.657078E-07   0.163063E-07   0.144548E-08
  2429   0.958328E+02  -0.339903E+01   0.504462E-07  -0.339903E+01   0.222618E+01   0.165020E-07   0.504462E-07   0.165020E-07   0.144438E-08
  2430   0.955202E+02  -0.333432E+01   0.356595E-07  -0.333432E+01   0.222570E+01   0.166715E-07   0.356595E-07   0.166715E-07   0.144329E-08
  2431   0.952053E+02  -0.327053E+01   0.213903E-07  -0.327053E+01   0.222564E+01   0.168131E-07   0.213903E-07   0.168131E-07   0.144219E-08
  2432   0.948882E+02  -0.320769E+01   0.768120E-08  -0.320769E+01   0.222600E+01   0.169249E-07   0.768120E-08   0.169249E-07   0.144110E-08
  2433   0.945688E+02  -0.314580E+01  -0.542518E-08  -0.314580E+01   0.222676E+01   0.170053E-07  -0.542518E-08   0.170053E-07   0.144000E-08
  2434   0.942480E+02  -0.308488E+01  -0.178862E-07  -0.308488E+01   0.222792E+01   0.170526E-07  -0.178862E-07   0.170526E-07   0.143891E-08
  2435   0.939241E+02  -0.302496E+01  -0.296593E-07  -0.302496E+01   0.222948E+01   0.170649E-07  -0.296593E-07   0.170649E-07   0.143782E-08
  2436   0.935988E+02  -0.296604E+01  -0.407018E-07  -0.296604E+01   0.223143E+01   0.170407E-07  -0.407018E-07   0.170407E-07   0.143673E-08
  2437   0.932713E+02  -0.290815E+01  -0.509711E-07  -0.290815E+01   0.223375E+01   0.169780E-07  -0.509711E-07   0.169780E-07   0.143564E-08
  2438   0.929423E+02  -0.285129E+01  -0.604246E-07  -0.285129E+01   0.223646E+01   0.168753E-07  -0.604246E-07   0.168753E-07   0.143455E-08
  2439   0.926110E+02  -0.279548E+01  -0.690196E-07  -0.279548E+01   0.223954E+01   0.167307E-07  -0.690196E-07   0.167307E-07   0.143347E-08
  2440   0.922783E+02  -0.274075E+01  -0.767135E-07  -0.274075E+01   0.224298E+01   0.165426E-07  -0.767135E-07   0.165426E-07   0.143238E-08
  2441   0.919440E+02  -0.268710E+01  -0.834638E-07  -0.268710E+01   0.224679E+01   0.163091E-07  -0.834638E-07   0.163091E-07   0.143130E-08
  2442   0.916083E+02  -0.263454E+01  -0.892278E-07  -0.263454E+01   0.225095E+01   0.160287E-07  -0.892278E-07   0.160287E-07   0.143022E-08
  2443   0.912703E+02  -0.258309E+01  -0.939628E-07  -0.258309E+01   0.225545E+01   0.156994E-07  -0.939628E-07   0.156994E-07   0.142913E-08
  2444   0.909316E+02  -0.253276E+01  -0.976263E-07  -0.253276E+01   0.226029E+01   0.153197E-07  -0.976263E-07   0.153197E-07   0.142805E-08
  2445   0.905922E+02  -0.248356E+01  -0.100176E-06  -0.248356E+01   0.226548E+01   0.148877E-07  -0.100176E-06   0.148877E-07   0.142697E-08
  2446   0.902505E+02  -0.243550E+01  -0.101568E-06  -0.243550E+01   0.227098E+01   0.144018E-07  -0.101568E-06   0.144018E-07   0.142590E-08
  2447   0.899088E+02  -0.238861E+01  -0.101761E-06  -0.238861E+01   0.227682E+01   0.138602E-07  -0.101761E-06   0.138602E-07   0.142482E-08
  2448   0.895656E+02  -0.234288E+01  -0.100712E-06  -0.234288E+01   0.228296E+01   0.132611E-07  -0.100712E-06   0.132611E-07   0.142374E-08
  2449   0.892209E+02  -0.229833E+01  -0.983787E-07  -0.229833E+01   0.228941E+01   0.126029E-07  -0.983787E-07   0.126029E-07   0.142267E-08
  2450   0.888762E+02  -0.225496E+01  -0.947178E-07  -0.225496E+01   0.229616E+01   0.118838E-07  -0.947178E-07   0.118838E-07   0.142159E-08
  2451   0.885300E+02  -0.221279E+01  -0.897026E-07  -0.221279E+01   0.230320E+01   0.111028E-07  -0.897026E-07   0.111028E-07   0.142052E-08
  2452   0.881838E+02  -0.217181E+01  -0.833682E-07  -0.217181E+01   0.231053E+01   0.102622E-07  -0.833682E-07   0.102622E-07   0.141945E-08
  2453   0.878361E+02  -0.213205E+01  -0.757652E-07  -0.213205E+01   0.231813E+01   0.936505E-08  -0.757652E-07   0.936505E-08   0.141838E-08
  2454   0.874885E+02  -0.209351E+01  -0.669442E-07  -0.209351E+01   0.232602E+01   0.841431E-08  -0.669442E-07   0.841431E-08   0.141731E-08
  2455   0.871400E+02  -0.205620E+01  -0.569560E-07  -0.205620E+01   0.233416E+01   0.741302E-08  -0.569560E-07   0.741302E-08   0.141624E-08
  2456   0.867916E+02  -0.202011E+01  -0.458511E-07  -0.202011E+01   0.234255E+01   0.636420E-08  -0.458511E-07   0.636420E-08   0.141518E-08
  2457   0.864431E+02  -0.198526E+01  -0.336802E-07  -0.198526E+01   0.235120E+01   0.527087E-08  -0.336802E-07   0.527087E-08   0.141411E-08
  2458   0.860939E+02  -0.195166E+01  -0.204940E-07  -0.195166E+01   0.236008E+01   0.413605E-08  -0.204940E-07   0.413605E-08   0.141305E-08
  2459   0.857440E+02  -0.191931E+01  -0.634319E-08  -0.191931E+01   0.236921E+01   0.296276E-08  -0.634319E-08   0.296276E-08   0.141198E-08
  2460   0.853948E+02  -0.188820E+01   0.872168E-08  -0.188820E+01   0.237855E+01   0.175401E-08   0.872168E-08   0.175401E-08   0.141092E-08
  2461   0.850456E+02  -0.185835E+01   0.246499E-07  -0.185835E+01   0.238812E+01   0.512841E-09   0.246499E-07   0.512841E-09   0.140986E-08
  2462   0.846956E+02  -0.182976E+01   0.413909E-07  -0.182976E+01   0.239789E+01  -0.757744E-09   0.413909E-07  -0.757744E-09   0.140880E-08
  2463   0.843471E+02  -0.180243E+01   0.588939E-07  -0.180243E+01   0.240787E+01  -0.205472E-08   0.588939E-07  -0.205472E-08   0.140774E-08
  2464   0.839979E+02  -0.177636E+01   0.771083E-07  -0.177636E+01   0.241805E+01  -0.337506E-08   0.771083E-07  -0.337506E-08   0.140668E-08
  2465   0.836494E+02  -0.175155E+01   0.959834E-07  -0.175155E+01   0.242841E+01  -0.471576E-08   0.959834E-07  -0.471576E-08   0.140563E-08
  2466   0.833009E+02  -0.172801E+01   0.115469E-06  -0.172801E+01   0.243895E+01  -0.607379E-08   0.115469E-06  -0.607379E-08   0.140457E-08
  2467   0.829532E+02  -0.170573E+01   0.135513E-06  -0.170573E+01   0.244966E+01  -0.744612E-08   0.135513E-06  -0.744612E-08   0.140352E-08
  2468   0.826062E+02  -0.168471E+01   0.156067E-06  -0.168471E+01   0.246055E+01  -0.882975E-08   0.156067E-06  -0.882975E-08   0.140246E-08
  2469   0.822599E+02  -0.166496E+01   0.177079E-06  -0.166496E+01   0.247158E+01  -0.102216E-07   0.177079E-06  -0.102216E-07   0.140141E-08
  2470   0.819136E+02  -0.164646E+01   0.198498E-06  -0.164646E+01   0.248277E+01  -0.116188E-07   0.198498E-06  -0.116188E-07   0.140036E-08
  2471   0.815688E+02  -0.162922E+01   0.220274E-06  -0.162922E+01   0.249409E+01  -0.130182E-07   0.220274E-06  -0.130182E-07   0.139931E-08
  2472   0.812248E+02  -0.161324E+01   0.242356E-06  -0.161324E+01   0.250554E+01  -0.144167E-07   0.242356E-06  -0.144167E-07   0.139826E-08
  2473   0.808815E+02  -0.159852E+01   0.264693E-06  -0.159852E+01   0.251712E+01  -0.158115E-07   0.264693E-06  -0.158115E-07   0.139721E-08
  2474   0.805389E+02  -0.158504E+01   0.287236E-06  -0.158504E+01   0.252882E+01  -0.171995E-07   0.287236E-06  -0.171995E-07   0.139616E-08
  2475   0.801978E+02  -0.157281E+01   0.309933E-06  -0.157281E+01   0.254062E+01  -0.185776E-07   0.309933E-06  -0.185776E-07   0.139512E-08
  2476   0.798575E+02  -0.156183E+01   0.332733E-06  -0.156183E+01   0.255253E+01  -0.199428E-07   0.332733E-06  -0.199428E-07   0.139407E-08
  2477   0.795186E+02  -0.155208E+01   0.355586E-06  -0.155208E+01   0.256453E+01  -0.212921E-07   0.355586E-06  -0.212921E-07   0.139303E-08
  2478   0.791813E+02  -0.154357E+01   0.378442E-06  -0.154357E+01   0.257661E+01  -0.226225E-07   0.378442E-06  -0.226225E-07   0.139199E-08
  2479   0.788454E+02  -0.153627E+01   0.401249E-06  -0.153627E+01   0.258877E+01  -0.239310E-07   0.401249E-06  -0.239310E-07   0.139095E-08
  2480   0.785102E+02  -0.153020E+01   0.423957E-06  -0.153020E+01   0.260099E+01  -0.252146E-07   0.423957E-06  -0.252146E-07   0.138991E-08
  2481   0.781773E+02  -0.152532E+01   0.446515E-06  -0.152532E+01   0.261329E+01  -0.264701E-07   0.446515E-06  -0.264701E-07   0.138887E-08
  2482   0.778459E+02  -0.152165E+01   0.468873E-06  -0.152165E+01   0.262564E+01  -0.276947E-07   0.468873E-06  -0.276947E-07   0.138783E-08
  2483   0.775159E+02  -0.151918E+01   0.490980E-06  -0.151918E+01   0.263803E+01  -0.288853E-07   0.490980E-06  -0.288853E-07   0.138679E-08
  2484   0.771875E+02  -0.151790E+01   0.512786E-06  -0.151790E+01   0.265047E+01  -0.300388E-07   0.512786E-06  -0.300388E-07   0.138576E-08
  2485   0.768612E+02  -0.151779E+01   0.534239E-06  -0.151779E+01   0.266294E+01  -0.311523E-07   0.534239E-06  -0.311523E-07   0.138472E-08
  2486   0.765372E+02  -0.151885E+01   0.555289E-06  -0.151885E+01   0.267543E+01  -0.322227E-07   0.555289E-06  -0.322227E-07   0.138369E-08
  2487   0.762147E+02  -0.152107E+01   0.575886E-06  -0.152107E+01   0.268793E+01  -0.332470E-07   0.575886E-06  -0.332470E-07   0.138266E-08
  2488   0.758944E+02  -0.152444E+01   0.595978E-06  -0.152444E+01   0.270045E+01  -0.342222E-07   0.595978E-06  -0.342222E-07   0.138162E-08
  2489   0.755756E+02  -0.152896E+01   0.615515E-06  -0.152896E+01   0.271297E+01  -0.351453E-07   0.615515E-06  -0.351453E-07   0.138059E-08
  2490   0.752591E+02  -0.153460E+01   0.634447E-06  -0.153460E+01   0.272547E+01  -0.360132E-07   0.634447E-06  -0.360132E-07   0.137957E-08
  2491   0.749455E+02  -0.154137E+01   0.652722E-06  -0.154137E+01   0.273797E+01  -0.368230E-07   0.652722E-06  -0.368230E-07   0.137854E-08
  2492   0.746334E+02  -0.154924E+01   0.670291E-06  -0.154924E+01   0.275044E+01  -0.375715E-07   0.670291E-06  -0.375715E-07   0.137751E-08
  2493   0.743235E+02  -0.155821E+01   0.687102E-06  -0.155821E+01   0.276288E+01  -0.382559E-07   0.687102E-06  -0.382559E-07   0.137648E-08
  2494   0.740162E+02  -0.156826E+01   0.703105E-06  -0.156826E+01   0.277530E+01  -0.388730E-07   0.703105E-06  -0.388730E-07   0.137546E-08
  2495   0.737113E+02  -0.157937E+01   0.718249E-06  -0.157937E+01   0.278766E+01  -0.394198E-07   0.718249E-06  -0.394198E-07   0.137443E-08
  2496   0.734088E+02  -0.159155E+01   0.732483E-06  -0.159155E+01   0.279998E+01  -0.398934E-07   0.732483E-06  -0.398934E-07   0.137341E-08
  2497   0.731088E+02  -0.160477E+01   0.745758E-06  -0.160477E+01   0.281224E+01  -0.402907E-07   0.745758E-06  -0.402907E-07   0.137239E-08
  2498   0.728114E+02  -0.161903E+01   0.758022E-06  -0.161903E+01   0.282444E+01  -0.406087E-07   0.758022E-06  -0.406087E-07   0.137137E-08
  2499   0.725166E+02  -0.163430E+01   0.769224E-06  -0.163430E+01   0.283655E+01  -0.408443E-07   0.769224E-06  -0.408443E-07   0.137035E-08
  2500   0.722244E+02  -0.165057E+01   0.779314E-06  -0.165057E+01   0.284860E+01  -0.409946E-07   0.779314E-06  -0.409946E-07   0.136933E-08
  2501   0.719349E+02  -0.166783E+01   0.788255E-06  -0.166783E+01   0.286055E+01  -0.410576E-07   0.788255E-06  -0.410576E-07   0.136831E-08
  2502   0.716482E+02  -0.168607E+01   0.796067E-06  -0.168607E+01   0.287241E+01  -0.410355E-07   0.796067E-06  -0.410355E-07   0.136730E-08
  2503   0.713642E+02  -0.170527E+01   0.802783E-06  -0.170527E+01   0.288416E+01  -0.409316E-07   0.802783E-06  -0.409316E-07   0.136628E-08
  2504   0.710830E+02  -0.172541E+01   0.808437E-06  -0.172541E+01   0.289581E+01  -0.407493E-07   0.808437E-06  -0.407493E-07   0.136527E-08
  2505   0.708048E+02  -0.174648E+01   0.813062E-06  -0.174648E+01   0.290735E+01  -0.404917E-07   0.813062E-06  -0.404917E-07   0.136425E-08
  2506   0.705293E+02  -0.176847E+01   0.816692E-06  -0.176847E+01   0.291876E+01  -0.401623E-07   0.816692E-06  -0.401623E-07   0.136324E-08
  2507   0.702570E+02  -0.179134E+01   0.819360E-06  -0.179134E+01   0.293004E+01  -0.397643E-07   0.819360E-06  -0.397643E-07   0.136223E-08
  2508   0.699875E+02  -0.181509E+01   0.821099E-06  -0.181509E+01   0.294120E+01  -0.393010E-07   0.821099E-06  -0.393010E-07   0.136122E-08
  2509   0.697211E+02  -0.183971E+01   0.821943E-06  -0.183971E+01   0.295222E+01  -0.387757E-07   0.821943E-06  -0.387757E-07   0.136021E-08
  2510   0.694578E+02  -0.186516E+01   0.821925E-06  -0.186516E+01   0.296309E+01  -0.381918E-07   0.821925E-06  -0.381918E-07   0.135920E-08
  2511   0.691976E+02  -0.189145E+01   0.821080E-06  -0.189145E+01   0.297382E+01  -0.375524E-07   0.821080E-06  -0.375524E-07   0.135819E-08
  2512   0.689406E+02  -0.191854E+01   0.819440E-06  -0.191854E+01   0.298439E+01  -0.368609E-07   0.819440E-06  -0.368609E-07   0.135719E-08
  2513   0.686867E+02  -0.194643E+01   0.817039E-06  -0.194643E+01   0.299479E+01  -0.361207E-07   0.817039E-06  -0.361207E-07   0.135618E-08
  2514   0.684360E+02  -0.197509E+01   0.813910E-06  -0.197509E+01   0.300503E+01  -0.353349E-07   0.813910E-06  -0.353349E-07   0.135518E-08
  2515   0.681886E+02  -0.200449E+01   0.810087E-06  -0.200449E+01   0.301509E+01  -0.345070E-07   0.810087E-06  -0.345070E-07   0.135418E-08
  2516   0.679444E+02  -0.203464E+01   0.805603E-06  -0.203464E+01   0.302498E+01  -0.336402E-07   0.805603E-06  -0.336402E-07   0.135317E-08
  2517   0.677035E+02  -0.206550E+01   0.800492E-06  -0.206550E+01   0.303467E+01  -0.327377E-07   0.800492E-06  -0.327377E-07   0.135217E-08
  2518   0.674658E+02  -0.209707E+01   0.794787E-06  -0.209707E+01   0.304418E+01  -0.318030E-07   0.794787E-06  -0.318030E-07   0.135117E-08
  2519   0.672315E+02  -0.212931E+01   0.788522E-06  -0.212931E+01   0.305350E+01  -0.308392E-07   0.788522E-06  -0.308392E-07   0.135017E-08
  2520   0.670005E+02  -0.216221E+01   0.781730E-06  -0.216221E+01   0.306261E+01  -0.298497E-07   0.781730E-06  -0.298497E-07   0.134918E-08
  2521   0.667729E+02  -0.219575E+01   0.774445E-06  -0.219575E+01   0.307152E+01  -0.288378E-07   0.774445E-06  -0.288378E-07   0.134818E-08
  2522   0.665487E+02  -0.222991E+01   0.766699E-06  -0.222991E+01   0.308022E+01  -0.278069E-07   0.766699E-06  -0.278069E-07   0.134718E-08
  2523   0.663278E+02  -0.226467E+01   0.758527E-06  -0.226467E+01   0.308871E+01  -0.267601E-07   0.758527E-06  -0.267601E-07   0.134619E-08
  2524   0.661103E+02  -0.230000E+01   0.749963E-06  -0.230000E+01   0.309698E+01  -0.257007E-07   0.749963E-06  -0.257007E-07   0.134519E-08
  2525   0.658964E+02  -0.233590E+01   0.741038E-06  -0.233590E+01   0.310503E+01  -0.246322E-07   0.741038E-06  -0.246322E-07   0.134420E-08
  2526   0.656859E+02  -0.237233E+01   0.731788E-06  -0.237233E+01   0.311284E+01  -0.235577E-07   0.731788E-06  -0.235577E-07   0.134321E-08
  2527   0.654787E+02  -0.240928E+01   0.722245E-06  -0.240928E+01   0.312044E+01  -0.224807E-07   0.722245E-06  -0.224807E-07   0.134222E-08
  2528   0.652752E+02  -0.244673E+01   0.712443E-06  -0.244673E+01   0.312779E+01  -0.214043E-07   0.712443E-06  -0.214043E-07   0.134123E-08
  2529   0.650751E+02  -0.248464E+01   0.702416E-06  -0.248464E+01   0.313491E+01  -0.203318E-07   0.702416E-06  -0.203318E-07   0.134024E-08
