#    L    TT             EE             BB             TE             PP             TP             EP          
  1725   0.402574E+03   0.105467E+02   0.000000E+00  -0.312133E+02   0.265922E-08   0.545799E-06   0.814257E-07
  1726   0.402846E+03   0.104260E+02   0.000000E+00  -0.309753E+02   0.265654E-08   0.552314E-06   0.799821E-07
  1727   0.403102E+03   0.103067E+02   0.000000E+00  -0.307319E+02   0.265387E-08   0.558815E-06   0.785371E-07
  1728   0.403339E+03   0.101889E+02   0.000000E+00  -0.304832E+02   0.265121E-08   0.565292E-06   0.770909E-07
  1729   0.403558E+03   0.100725E+02   0.000000E+00  -0.302294E+02   0.264854E-08   0.571739E-06   0.756439E-07
  1730   0.403758E+03   0.995771E+01   0.000000E+00  -0.299705E+02   0.264588E-08   0.578148E-06   0.741964E-07
  1731   0.403938E+03   0.984436E+01   0.000000E+00  -0.297066E+02   0.264323E-08   0.584511E-06   0.727486E-07
  1732   0.404099E+03   0.973257E+01   0.000000E+00  -0.294380E+02   0.264058E-08   0.590821E-06   0.713010E-07
  1733   0.404241E+03   0.962241E+01   0.000000E+00  -0.291646E+02   0.263793E-08   0.597071E-06   0.698538E-07
  1734   0.404362E+03   0.951382E+01   0.000000E+00  -0.288867E+02   0.263529E-08   0.603253E-06   0.684074E-07
  1735   0.404462E+03   0.940686E+01   0.000000E+00  -0.286044E+02   0.263265E-08   0.609359E-06   0.669621E-07
  1736   0.404543E+03   0.930161E+01   0.000000E+00  -0.283178E+02   0.263001E-08   0.615381E-06   0.655181E-07
  1737   0.404604E+03   0.919806E+01   0.000000E+00  -0.280271E+02   0.262738E-08   0.621313E-06   0.640759E-07
  1738   0.404643E+03   0.909623E+01   0.000000E+00  -0.277325E+02   0.262475E-08   0.627147E-06   0.626356E-07
  1739   0.404662E+03   0.899617E+01   0.000000E+00  -0.274340E+02   0.262213E-08   0.632874E-06   0.611978E-07
  1740   0.404660E+03   0.889790E+01   0.000000E+00  -0.271319E+02   0.261951E-08   0.638489E-06   0.597625E-07
  1741   0.404637E+03   0.880142E+01   0.000000E+00  -0.268263E+02   0.261689E-08   0.643982E-06   0.583303E-07
  1742   0.404592E+03   0.870678E+01   0.000000E+00  -0.265173E+02   0.261428E-08   0.649347E-06   0.569014E-07
  1743   0.404526E+03   0.861394E+01   0.000000E+00  -0.262051E+02   0.261168E-08   0.654576E-06   0.554760E-07
  1744   0.404438E+03   0.852302E+01   0.000000E+00  -0.258897E+02   0.260907E-08   0.659661E-06   0.540546E-07
  1745   0.404329E+03   0.843396E+01   0.000000E+00  -0.255713E+02   0.260647E-08   0.664595E-06   0.526375E-07
  1746   0.404197E+03   0.834683E+01   0.000000E+00  -0.252501E+02   0.260388E-08   0.669371E-06   0.512249E-07
  1747   0.404042E+03   0.826156E+01   0.000000E+00  -0.249261E+02   0.260129E-08   0.673980E-06   0.498172E-07
  1748   0.403866E+03   0.817829E+01   0.000000E+00  -0.245996E+02   0.259870E-08   0.678416E-06   0.484147E-07
  1749   0.403667E+03   0.809696E+01   0.000000E+00  -0.242707E+02   0.259611E-08   0.682670E-06   0.470178E-07
  1750   0.403445E+03   0.801755E+01   0.000000E+00  -0.239394E+02   0.259353E-08   0.686736E-06   0.456266E-07
  1751   0.403201E+03   0.794015E+01   0.000000E+00  -0.236061E+02   0.259096E-08   0.690606E-06   0.442416E-07
  1752   0.402934E+03   0.786476E+01   0.000000E+00  -0.232708E+02   0.258838E-08   0.694277E-06   0.428629E-07
  1753   0.402646E+03   0.779137E+01   0.000000E+00  -0.229336E+02   0.258582E-08   0.697747E-06   0.414905E-07
  1754   0.402334E+03   0.771998E+01   0.000000E+00  -0.225947E+02   0.258325E-08   0.701012E-06   0.401246E-07
  1755   0.401999E+03   0.765068E+01   0.000000E+00  -0.222544E+02   0.258069E-08   0.704070E-06   0.387653E-07
  1756   0.401642E+03   0.758338E+01   0.000000E+00  -0.219125E+02   0.257813E-08   0.706919E-06   0.374126E-07
  1757   0.401261E+03   0.751816E+01   0.000000E+00  -0.215695E+02   0.257558E-08   0.709555E-06   0.360668E-07
  1758   0.400858E+03   0.745495E+01   0.000000E+00  -0.212253E+02   0.257303E-08   0.711976E-06   0.347278E-07
  1759   0.400432E+03   0.739386E+01   0.000000E+00  -0.208802E+02   0.257048E-08   0.714180E-06   0.333959E-07
  1760   0.399983E+03   0.733482E+01   0.000000E+00  -0.205342E+02   0.256794E-08   0.716164E-06   0.320710E-07
  1761   0.399512E+03   0.727786E+01   0.000000E+00  -0.201875E+02   0.256540E-08   0.717925E-06   0.307534E-07
  1762   0.399017E+03   0.722299E+01   0.000000E+00  -0.198402E+02   0.256287E-08   0.719461E-06   0.294431E-07
  1763   0.398500E+03   0.717020E+01   0.000000E+00  -0.194927E+02   0.256034E-08   0.720768E-06   0.281402E-07
  1764   0.397960E+03   0.711950E+01   0.000000E+00  -0.191448E+02   0.255781E-08   0.721845E-06   0.268449E-07
  1765   0.397398E+03   0.707091E+01   0.000000E+00  -0.187968E+02   0.255529E-08   0.722688E-06   0.255572E-07
  1766   0.396815E+03   0.702441E+01   0.000000E+00  -0.184489E+02   0.255277E-08   0.723295E-06   0.242772E-07
  1767   0.396209E+03   0.698001E+01   0.000000E+00  -0.181012E+02   0.255026E-08   0.723664E-06   0.230051E-07
  1768   0.395581E+03   0.693772E+01   0.000000E+00  -0.177538E+02   0.254774E-08   0.723791E-06   0.217409E-07
  1769   0.394932E+03   0.689753E+01   0.000000E+00  -0.174069E+02   0.254524E-08   0.723674E-06   0.204848E-07
  1770   0.394261E+03   0.685944E+01   0.000000E+00  -0.170607E+02   0.254273E-08   0.723310E-06   0.192369E-07
  1771   0.393569E+03   0.682345E+01   0.000000E+00  -0.167153E+02   0.254023E-08   0.722698E-06   0.179972E-07
  1772   0.392855E+03   0.678956E+01   0.000000E+00  -0.163707E+02   0.253773E-08   0.721833E-06   0.167660E-07
  1773   0.392120E+03   0.675774E+01   0.000000E+00  -0.160271E+02   0.253524E-08   0.720714E-06   0.155432E-07
  1774   0.391364E+03   0.672802E+01   0.000000E+00  -0.156847E+02   0.253275E-08   0.719337E-06   0.143290E-07
  1775   0.390588E+03   0.670038E+01   0.000000E+00  -0.153436E+02   0.253027E-08   0.717701E-06   0.131235E-07
  1776   0.389790E+03   0.667481E+01   0.000000E+00  -0.150040E+02   0.252778E-08   0.715802E-06   0.119268E-07
  1777   0.388973E+03   0.665131E+01   0.000000E+00  -0.146658E+02   0.252531E-08   0.713638E-06   0.107390E-07
  1778   0.388135E+03   0.662987E+01   0.000000E+00  -0.143294E+02   0.252283E-08   0.711206E-06   0.956020E-08
  1779   0.387276E+03   0.661048E+01   0.000000E+00  -0.139947E+02   0.252036E-08   0.708503E-06   0.839054E-08
  1780   0.386398E+03   0.659313E+01   0.000000E+00  -0.136621E+02   0.251789E-08   0.705528E-06   0.723011E-08
  1781   0.385500E+03   0.657781E+01   0.000000E+00  -0.133315E+02   0.251543E-08   0.702276E-06   0.607902E-08
  1782   0.384583E+03   0.656451E+01   0.000000E+00  -0.130031E+02   0.251297E-08   0.698747E-06   0.493736E-08
  1783   0.383646E+03   0.655323E+01   0.000000E+00  -0.126770E+02   0.251051E-08   0.694936E-06   0.380525E-08
  1784   0.382691E+03   0.654394E+01   0.000000E+00  -0.123533E+02   0.250806E-08   0.690842E-06   0.268279E-08
  1785   0.381716E+03   0.653664E+01   0.000000E+00  -0.120323E+02   0.250561E-08   0.686461E-06   0.157008E-08
  1786   0.380724E+03   0.653131E+01   0.000000E+00  -0.117138E+02   0.250317E-08   0.681791E-06   0.467237E-09
  1787   0.379714E+03   0.652793E+01   0.000000E+00  -0.113983E+02   0.250073E-08   0.676830E-06  -0.625639E-09
  1788   0.378685E+03   0.652650E+01   0.000000E+00  -0.110855E+02   0.249829E-08   0.671574E-06  -0.170844E-08
  1789   0.377639E+03   0.652699E+01   0.000000E+00  -0.107759E+02   0.249585E-08   0.666022E-06  -0.278106E-08
  1790   0.376576E+03   0.652940E+01   0.000000E+00  -0.104693E+02   0.249342E-08   0.660169E-06  -0.384340E-08
  1791   0.375495E+03   0.653370E+01   0.000000E+00  -0.101660E+02   0.249099E-08   0.654015E-06  -0.489534E-08
  1792   0.374398E+03   0.653987E+01   0.000000E+00  -0.986605E+01   0.248857E-08   0.647556E-06  -0.593679E-08
  1793   0.373284E+03   0.654789E+01   0.000000E+00  -0.956958E+01   0.248615E-08   0.640789E-06  -0.696763E-08
  1794   0.372154E+03   0.655774E+01   0.000000E+00  -0.927667E+01   0.248373E-08   0.633712E-06  -0.798777E-08
  1795   0.371008E+03   0.656942E+01   0.000000E+00  -0.898741E+01   0.248132E-08   0.626322E-06  -0.899709E-08
  1796   0.369845E+03   0.658289E+01   0.000000E+00  -0.870185E+01   0.247891E-08   0.618617E-06  -0.999549E-08
  1797   0.368668E+03   0.659814E+01   0.000000E+00  -0.842024E+01   0.247651E-08   0.610594E-06  -0.109829E-07
  1798   0.367475E+03   0.661513E+01   0.000000E+00  -0.814263E+01   0.247410E-08   0.602250E-06  -0.119591E-07
  1799   0.366268E+03   0.663386E+01   0.000000E+00  -0.786897E+01   0.247170E-08   0.593582E-06  -0.129241E-07
  1800   0.365046E+03   0.665429E+01   0.000000E+00  -0.759953E+01   0.246931E-08   0.584589E-06  -0.138778E-07
  1801   0.363810E+03   0.667641E+01   0.000000E+00  -0.733433E+01   0.246692E-08   0.575271E-06  -0.148200E-07
  1802   0.362562E+03   0.670019E+01   0.000000E+00  -0.707345E+01   0.246453E-08   0.565650E-06  -0.157513E-07
  1803   0.361300E+03   0.672560E+01   0.000000E+00  -0.681701E+01   0.246214E-08   0.555749E-06  -0.166721E-07
  1804   0.360025E+03   0.675263E+01   0.000000E+00  -0.656508E+01   0.245976E-08   0.545595E-06  -0.175826E-07
  1805   0.358738E+03   0.678124E+01   0.000000E+00  -0.631773E+01   0.245738E-08   0.535211E-06  -0.184835E-07
  1806   0.357440E+03   0.681141E+01   0.000000E+00  -0.607503E+01   0.245501E-08   0.524622E-06  -0.193752E-07
  1807   0.356129E+03   0.684311E+01   0.000000E+00  -0.583706E+01   0.245264E-08   0.513854E-06  -0.202581E-07
  1808   0.354808E+03   0.687631E+01   0.000000E+00  -0.560389E+01   0.245027E-08   0.502932E-06  -0.211325E-07
  1809   0.353475E+03   0.691098E+01   0.000000E+00  -0.537559E+01   0.244791E-08   0.491879E-06  -0.219991E-07
  1810   0.352132E+03   0.694711E+01   0.000000E+00  -0.515225E+01   0.244555E-08   0.480722E-06  -0.228582E-07
  1811   0.350779E+03   0.698466E+01   0.000000E+00  -0.493391E+01   0.244319E-08   0.469484E-06  -0.237102E-07
  1812   0.349416E+03   0.702359E+01   0.000000E+00  -0.472063E+01   0.244084E-08   0.458190E-06  -0.245557E-07
  1813   0.348043E+03   0.706388E+01   0.000000E+00  -0.451248E+01   0.243849E-08   0.446867E-06  -0.253949E-07
  1814   0.346661E+03   0.710551E+01   0.000000E+00  -0.430951E+01   0.243614E-08   0.435538E-06  -0.262285E-07
  1815   0.345271E+03   0.714843E+01   0.000000E+00  -0.411177E+01   0.243380E-08   0.424228E-06  -0.270568E-07
  1816   0.343873E+03   0.719263E+01   0.000000E+00  -0.391933E+01   0.243146E-08   0.412962E-06  -0.278802E-07
  1817   0.342468E+03   0.723806E+01   0.000000E+00  -0.373224E+01   0.242912E-08   0.401764E-06  -0.286993E-07
  1818   0.341055E+03   0.728471E+01   0.000000E+00  -0.355055E+01   0.242679E-08   0.390661E-06  -0.295143E-07
  1819   0.339635E+03   0.733253E+01   0.000000E+00  -0.337429E+01   0.242446E-08   0.379676E-06  -0.303259E-07
  1820   0.338209E+03   0.738149E+01   0.000000E+00  -0.320352E+01   0.242213E-08   0.368835E-06  -0.311344E-07
  1821   0.336777E+03   0.743153E+01   0.000000E+00  -0.303827E+01   0.241981E-08   0.358162E-06  -0.319403E-07
  1822   0.335339E+03   0.748271E+01   0.000000E+00  -0.287859E+01   0.241749E-08   0.347682E-06  -0.327440E-07
  1823   0.333896E+03   0.753493E+01   0.000000E+00  -0.272452E+01   0.241517E-08   0.337420E-06  -0.335459E-07
  1824   0.332447E+03   0.758812E+01   0.000000E+00  -0.257611E+01   0.241286E-08   0.327401E-06  -0.343465E-07
  1825   0.330995E+03   0.764227E+01   0.000000E+00  -0.243336E+01   0.241055E-08   0.317650E-06  -0.351462E-07
  1826   0.329538E+03   0.769746E+01   0.000000E+00  -0.229632E+01   0.240824E-08   0.308191E-06  -0.359455E-07
  1827   0.328078E+03   0.775346E+01   0.000000E+00  -0.216499E+01   0.240594E-08   0.299050E-06  -0.367449E-07
  1828   0.326614E+03   0.781036E+01   0.000000E+00  -0.203939E+01   0.240364E-08   0.290251E-06  -0.375446E-07
  1829   0.325149E+03   0.786815E+01   0.000000E+00  -0.191956E+01   0.240135E-08   0.281819E-06  -0.383453E-07
  1830   0.323680E+03   0.792676E+01   0.000000E+00  -0.180552E+01   0.239905E-08   0.273779E-06  -0.391473E-07
  1831   0.322211E+03   0.798611E+01   0.000000E+00  -0.169726E+01   0.239676E-08   0.266156E-06  -0.399511E-07
  1832   0.320740E+03   0.804621E+01   0.000000E+00  -0.159482E+01   0.239448E-08   0.258974E-06  -0.407571E-07
  1833   0.319268E+03   0.810697E+01   0.000000E+00  -0.149821E+01   0.239219E-08   0.252259E-06  -0.415657E-07
  1834   0.317796E+03   0.816847E+01   0.000000E+00  -0.140741E+01   0.238991E-08   0.246035E-06  -0.423775E-07
  1835   0.316324E+03   0.823057E+01   0.000000E+00  -0.132246E+01   0.238764E-08   0.240327E-06  -0.431927E-07
  1836   0.314852E+03   0.829327E+01   0.000000E+00  -0.124334E+01   0.238536E-08   0.235161E-06  -0.440120E-07
  1837   0.313380E+03   0.835656E+01   0.000000E+00  -0.117007E+01   0.238309E-08   0.230560E-06  -0.448357E-07
  1838   0.311910E+03   0.842037E+01   0.000000E+00  -0.110266E+01   0.238083E-08   0.226550E-06  -0.456642E-07
  1839   0.310441E+03   0.848470E+01   0.000000E+00  -0.104111E+01   0.237856E-08   0.223156E-06  -0.464981E-07
  1840   0.308974E+03   0.854947E+01   0.000000E+00  -0.985388E+00   0.237630E-08   0.220402E-06  -0.473377E-07
  1841   0.307509E+03   0.861469E+01   0.000000E+00  -0.935501E+00   0.237405E-08   0.218313E-06  -0.481835E-07
  1842   0.306046E+03   0.868021E+01   0.000000E+00  -0.891429E+00   0.237179E-08   0.216915E-06  -0.490358E-07
  1843   0.304587E+03   0.874618E+01   0.000000E+00  -0.853166E+00   0.236954E-08   0.216231E-06  -0.498953E-07
  1844   0.303131E+03   0.881244E+01   0.000000E+00  -0.820705E+00   0.236730E-08   0.216288E-06  -0.507623E-07
  1845   0.301679E+03   0.887892E+01   0.000000E+00  -0.794022E+00   0.236505E-08   0.217109E-06  -0.516372E-07
  1846   0.300231E+03   0.894570E+01   0.000000E+00  -0.773111E+00   0.236281E-08   0.218719E-06  -0.525205E-07
  1847   0.298788E+03   0.901271E+01   0.000000E+00  -0.757950E+00   0.236057E-08   0.221144E-06  -0.534126E-07
  1848   0.297350E+03   0.907986E+01   0.000000E+00  -0.748507E+00   0.235834E-08   0.224408E-06  -0.543140E-07
  1849   0.295917E+03   0.914717E+01   0.000000E+00  -0.744770E+00   0.235611E-08   0.228536E-06  -0.552251E-07
  1850   0.294489E+03   0.921454E+01   0.000000E+00  -0.746707E+00   0.235388E-08   0.233553E-06  -0.561464E-07
  1851   0.293067E+03   0.928199E+01   0.000000E+00  -0.754312E+00   0.235165E-08   0.239473E-06  -0.570780E-07
  1852   0.291652E+03   0.934945E+01   0.000000E+00  -0.767547E+00   0.234943E-08   0.246266E-06  -0.580190E-07
  1853   0.290243E+03   0.941697E+01   0.000000E+00  -0.786376E+00   0.234721E-08   0.253893E-06  -0.589684E-07
  1854   0.288841E+03   0.948435E+01   0.000000E+00  -0.810753E+00   0.234500E-08   0.262311E-06  -0.599250E-07
  1855   0.287447E+03   0.955173E+01   0.000000E+00  -0.840620E+00   0.234278E-08   0.271482E-06  -0.608877E-07
  1856   0.286060E+03   0.961896E+01   0.000000E+00  -0.875946E+00   0.234057E-08   0.281365E-06  -0.618553E-07
  1857   0.284682E+03   0.968611E+01   0.000000E+00  -0.916679E+00   0.233837E-08   0.291919E-06  -0.628268E-07
  1858   0.283312E+03   0.975305E+01   0.000000E+00  -0.962768E+00   0.233616E-08   0.303104E-06  -0.638009E-07
  1859   0.281950E+03   0.981976E+01   0.000000E+00  -0.101417E+01   0.233396E-08   0.314879E-06  -0.647767E-07
  1860   0.280599E+03   0.988625E+01   0.000000E+00  -0.107083E+01   0.233177E-08   0.327204E-06  -0.657528E-07
  1861   0.279256E+03   0.995251E+01   0.000000E+00  -0.113269E+01   0.232957E-08   0.340039E-06  -0.667283E-07
  1862   0.277923E+03   0.100184E+02   0.000000E+00  -0.119969E+01   0.232738E-08   0.353344E-06  -0.677020E-07
  1863   0.276601E+03   0.100840E+02   0.000000E+00  -0.127178E+01   0.232519E-08   0.367077E-06  -0.686728E-07
  1864   0.275289E+03   0.101493E+02   0.000000E+00  -0.134891E+01   0.232301E-08   0.381198E-06  -0.696394E-07
  1865   0.273988E+03   0.102141E+02   0.000000E+00  -0.143102E+01   0.232083E-08   0.395668E-06  -0.706009E-07
  1866   0.272697E+03   0.102785E+02   0.000000E+00  -0.151805E+01   0.231865E-08   0.410445E-06  -0.715561E-07
  1867   0.271417E+03   0.103425E+02   0.000000E+00  -0.160993E+01   0.231647E-08   0.425489E-06  -0.725038E-07
  1868   0.270150E+03   0.104059E+02   0.000000E+00  -0.170659E+01   0.231430E-08   0.440761E-06  -0.734429E-07
  1869   0.268894E+03   0.104688E+02   0.000000E+00  -0.180797E+01   0.231213E-08   0.456218E-06  -0.743724E-07
  1870   0.267650E+03   0.105312E+02   0.000000E+00  -0.191398E+01   0.230997E-08   0.471822E-06  -0.752910E-07
  1871   0.266420E+03   0.105930E+02   0.000000E+00  -0.202457E+01   0.230780E-08   0.487531E-06  -0.761976E-07
  1872   0.265200E+03   0.106542E+02   0.000000E+00  -0.213966E+01   0.230564E-08   0.503305E-06  -0.770912E-07
  1873   0.263995E+03   0.107149E+02   0.000000E+00  -0.225918E+01   0.230349E-08   0.519104E-06  -0.779706E-07
  1874   0.262802E+03   0.107747E+02   0.000000E+00  -0.238305E+01   0.230133E-08   0.534888E-06  -0.788346E-07
  1875   0.261623E+03   0.108339E+02   0.000000E+00  -0.251118E+01   0.229918E-08   0.550615E-06  -0.796821E-07
  1876   0.260457E+03   0.108924E+02   0.000000E+00  -0.264350E+01   0.229703E-08   0.566246E-06  -0.805121E-07
  1877   0.259306E+03   0.109502E+02   0.000000E+00  -0.277994E+01   0.229489E-08   0.581740E-06  -0.813233E-07
  1878   0.258169E+03   0.110072E+02   0.000000E+00  -0.292039E+01   0.229274E-08   0.597056E-06  -0.821147E-07
  1879   0.257045E+03   0.110634E+02   0.000000E+00  -0.306479E+01   0.229061E-08   0.612155E-06  -0.828851E-07
  1880   0.255936E+03   0.111188E+02   0.000000E+00  -0.321306E+01   0.228847E-08   0.626996E-06  -0.836334E-07
  1881   0.254843E+03   0.111732E+02   0.000000E+00  -0.336510E+01   0.228634E-08   0.641539E-06  -0.843584E-07
  1882   0.253764E+03   0.112269E+02   0.000000E+00  -0.352084E+01   0.228421E-08   0.655742E-06  -0.850591E-07
  1883   0.252701E+03   0.112796E+02   0.000000E+00  -0.368018E+01   0.228208E-08   0.669566E-06  -0.857344E-07
  1884   0.251652E+03   0.113315E+02   0.000000E+00  -0.384305E+01   0.227995E-08   0.682970E-06  -0.863830E-07
  1885   0.250618E+03   0.113823E+02   0.000000E+00  -0.400937E+01   0.227783E-08   0.695915E-06  -0.870038E-07
  1886   0.249601E+03   0.114321E+02   0.000000E+00  -0.417903E+01   0.227571E-08   0.708358E-06  -0.875958E-07
  1887   0.248599E+03   0.114810E+02   0.000000E+00  -0.435196E+01   0.227360E-08   0.720261E-06  -0.881578E-07
  1888   0.247613E+03   0.115289E+02   0.000000E+00  -0.452806E+01   0.227149E-08   0.731582E-06  -0.886887E-07
  1889   0.246643E+03   0.115757E+02   0.000000E+00  -0.470723E+01   0.226938E-08   0.742282E-06  -0.891873E-07
  1890   0.245689E+03   0.116214E+02   0.000000E+00  -0.488937E+01   0.226727E-08   0.752319E-06  -0.896525E-07
  1891   0.244752E+03   0.116661E+02   0.000000E+00  -0.507438E+01   0.226517E-08   0.761654E-06  -0.900833E-07
  1892   0.243832E+03   0.117096E+02   0.000000E+00  -0.526216E+01   0.226307E-08   0.770246E-06  -0.904784E-07
  1893   0.242928E+03   0.117520E+02   0.000000E+00  -0.545262E+01   0.226097E-08   0.778054E-06  -0.908367E-07
  1894   0.242040E+03   0.117933E+02   0.000000E+00  -0.564565E+01   0.225887E-08   0.785038E-06  -0.911572E-07
  1895   0.241169E+03   0.118335E+02   0.000000E+00  -0.584114E+01   0.225678E-08   0.791159E-06  -0.914386E-07
  1896   0.240316E+03   0.118725E+02   0.000000E+00  -0.603902E+01   0.225469E-08   0.796374E-06  -0.916799E-07
