#    L    TT             EE             BB             TE          
  1173   0.115831E+04   0.140601E+02   0.993856E-01  -0.108710E+02
  1174   0.115490E+04   0.141450E+02   0.993520E-01  -0.101631E+02
  1175   0.115144E+04   0.142337E+02   0.993172E-01  -0.946679E+01
  1176   0.114793E+04   0.143261E+02   0.992814E-01  -0.878231E+01
  1177   0.114437E+04   0.144222E+02   0.992444E-01  -0.810991E+01
  1178   0.114075E+04   0.145221E+02   0.992063E-01  -0.744989E+01
  1179   0.113709E+04   0.146256E+02   0.991671E-01  -0.680248E+01
  1180   0.113338E+04   0.147326E+02   0.991267E-01  -0.616794E+01
  1181   0.112962E+04   0.148430E+02   0.990853E-01  -0.554651E+01
  1182   0.112582E+04   0.149569E+02   0.990428E-01  -0.493841E+01
  1183   0.112197E+04   0.150742E+02   0.989992E-01  -0.434387E+01
  1184   0.111808E+04   0.151947E+02   0.989546E-01  -0.376312E+01
  1185   0.111415E+04   0.153184E+02   0.989089E-01  -0.319638E+01
  1186   0.111017E+04   0.154453E+02   0.988621E-01  -0.264389E+01
  1187   0.110616E+04   0.155753E+02   0.988144E-01  -0.210587E+01
  1188   0.110211E+04   0.157082E+02   0.987655E-01  -0.158247E+01
  1189   0.109803E+04   0.158441E+02   0.987157E-01  -0.107387E+01
  1190   0.109390E+04   0.159828E+02   0.986648E-01  -0.580228E+00
  1191   0.108974E+04   0.161243E+02   0.986130E-01  -0.101701E+00
  1192   0.108555E+04   0.162685E+02   0.985602E-01   0.361541E+00
  1193   0.108133E+04   0.164154E+02   0.985064E-01   0.809350E+00
  1194   0.107709E+04   0.165647E+02   0.984516E-01   0.124155E+01
  1195   0.107281E+04   0.167165E+02   0.983959E-01   0.165803E+01
  1196   0.106851E+04   0.168708E+02   0.983392E-01   0.205867E+01
  1197   0.106418E+04   0.170273E+02   0.982817E-01   0.244335E+01
  1198   0.105983E+04   0.171861E+02   0.982232E-01   0.281197E+01
  1199   0.105546E+04   0.173470E+02   0.981638E-01   0.316431E+01
  1200   0.105107E+04   0.175099E+02   0.981035E-01   0.350042E+01
  1201   0.104665E+04   0.176749E+02   0.980424E-01   0.382001E+01
  1202   0.104222E+04   0.178417E+02   0.979804E-01   0.412320E+01
  1203   0.103778E+04   0.180103E+02   0.979176E-01   0.440979E+01
  1204   0.103332E+04   0.181808E+02   0.978539E-01   0.467980E+01
  1205   0.102884E+04   0.183527E+02   0.977894E-01   0.493310E+01
  1206   0.102436E+04   0.185264E+02   0.977242E-01   0.516973E+01
  1207   0.101986E+04   0.187013E+02   0.976581E-01   0.538962E+01
  1208   0.101535E+04   0.188778E+02   0.975913E-01   0.559266E+01
  1209   0.101085E+04   0.190556E+02   0.975237E-01   0.577892E+01
  1210   0.100633E+04   0.192345E+02   0.974554E-01   0.594829E+01
  1211   0.100181E+04   0.194146E+02   0.973864E-01   0.610092E+01
  1212   0.997284E+03   0.195958E+02   0.973166E-01   0.623677E+01
  1213   0.992757E+03   0.197779E+02   0.972462E-01   0.635576E+01
  1214   0.988233E+03   0.199610E+02   0.971751E-01   0.645791E+01
  1215   0.983717E+03   0.201448E+02   0.971033E-01   0.654331E+01
  1216   0.979195E+03   0.203293E+02   0.970310E-01   0.661189E+01
  1217   0.974681E+03   0.205144E+02   0.969579E-01   0.666373E+01
  1218   0.970176E+03   0.207001E+02   0.968843E-01   0.669885E+01
  1219   0.965679E+03   0.208862E+02   0.968101E-01   0.671717E+01
  1220   0.961182E+03   0.210726E+02   0.967354E-01   0.671893E+01
  1221   0.956707E+03   0.212593E+02   0.966600E-01   0.670390E+01
  1222   0.952233E+03   0.214462E+02   0.965842E-01   0.667231E+01
  1223   0.947780E+03   0.216331E+02   0.965078E-01   0.662424E+01
  1224   0.943334E+03   0.218200E+02   0.964310E-01   0.655968E+01
  1225   0.938909E+03   0.220068E+02   0.963536E-01   0.647893E+01
  1226   0.934498E+03   0.221935E+02   0.962758E-01   0.638199E+01
  1227   0.930108E+03   0.223799E+02   0.961976E-01   0.626893E+01
  1228   0.925738E+03   0.225661E+02   0.961190E-01   0.614004E+01
  1229   0.921397E+03   0.227518E+02   0.960399E-01   0.599531E+01
  1230   0.917075E+03   0.229371E+02   0.959605E-01   0.583489E+01
  1231   0.912773E+03   0.231217E+02   0.958807E-01   0.565884E+01
  1232   0.908498E+03   0.233058E+02   0.958005E-01   0.546744E+01
  1233   0.904257E+03   0.234890E+02   0.957200E-01   0.526061E+01
  1234   0.900036E+03   0.236715E+02   0.956392E-01   0.503864E+01
  1235   0.895848E+03   0.238530E+02   0.955582E-01   0.480151E+01
  1236   0.891686E+03   0.240336E+02   0.954768E-01   0.454943E+01
  1237   0.887558E+03   0.242130E+02   0.953953E-01   0.428253E+01
  1238   0.883462E+03   0.243913E+02   0.953135E-01   0.400102E+01
  1239   0.879399E+03   0.245683E+02   0.952314E-01   0.370501E+01
  1240   0.875369E+03   0.247439E+02   0.951492E-01   0.339473E+01
  1241   0.871378E+03   0.249182E+02   0.950669E-01   0.307037E+01
  1242   0.867427E+03   0.250911E+02   0.949843E-01   0.273212E+01
  1243   0.863508E+03   0.252623E+02   0.949017E-01   0.238012E+01
  1244   0.859628E+03   0.254320E+02   0.948189E-01   0.201448E+01
  1245   0.855786E+03   0.255998E+02   0.947361E-01   0.163555E+01
  1246   0.851990E+03   0.257659E+02   0.946532E-01   0.124345E+01
  1247   0.848233E+03   0.259302E+02   0.945702E-01   0.838403E+00
  1248   0.844522E+03   0.260925E+02   0.944872E-01   0.420588E+00
  1249   0.840848E+03   0.262527E+02   0.944042E-01  -0.979764E-02
  1250   0.837227E+03   0.264108E+02   0.943211E-01  -0.452534E+00
  1251   0.833643E+03   0.265668E+02   0.942382E-01  -0.907370E+00
  1252   0.830104E+03   0.267206E+02   0.941552E-01  -0.137403E+01
  1253   0.826617E+03   0.268720E+02   0.940723E-01  -0.185223E+01
  1254   0.823174E+03   0.270212E+02   0.939895E-01  -0.234172E+01
  1255   0.819783E+03   0.271680E+02   0.939068E-01  -0.284221E+01
  1256   0.816444E+03   0.273123E+02   0.938242E-01  -0.335343E+01
  1257   0.813155E+03   0.274541E+02   0.937418E-01  -0.387511E+01
  1258   0.809917E+03   0.275935E+02   0.936595E-01  -0.440699E+01
  1259   0.806723E+03   0.277301E+02   0.935774E-01  -0.494881E+01
  1260   0.803594E+03   0.278642E+02   0.934954E-01  -0.550028E+01
  1261   0.800509E+03   0.279955E+02   0.934137E-01  -0.606115E+01
  1262   0.797481E+03   0.281240E+02   0.933322E-01  -0.663115E+01
  1263   0.794511E+03   0.282497E+02   0.932509E-01  -0.721003E+01
  1264   0.791590E+03   0.283726E+02   0.931699E-01  -0.779750E+01
  1265   0.788727E+03   0.284924E+02   0.930892E-01  -0.839328E+01
  1266   0.785914E+03   0.286093E+02   0.930087E-01  -0.899705E+01
  1267   0.783165E+03   0.287231E+02   0.929286E-01  -0.960853E+01
  1268   0.780473E+03   0.288339E+02   0.928487E-01  -0.102274E+02
  1269   0.777838E+03   0.289416E+02   0.927692E-01  -0.108534E+02
  1270   0.775259E+03   0.290462E+02   0.926901E-01  -0.114862E+02
  1271   0.772737E+03   0.291475E+02   0.926113E-01  -0.121255E+02
  1272   0.770278E+03   0.292456E+02   0.925329E-01  -0.127710E+02
  1273   0.767876E+03   0.293404E+02   0.924549E-01  -0.134223E+02
  1274   0.765529E+03   0.294319E+02   0.923772E-01  -0.140793E+02
  1275   0.763245E+03   0.295201E+02   0.923000E-01  -0.147416E+02
  1276   0.761022E+03   0.296049E+02   0.922233E-01  -0.154088E+02
  1277   0.758858E+03   0.296863E+02   0.921469E-01  -0.160807E+02
  1278   0.756755E+03   0.297643E+02   0.920711E-01  -0.167570E+02
  1279   0.754712E+03   0.298388E+02   0.919957E-01  -0.174373E+02
  1280   0.752730E+03   0.299098E+02   0.919208E-01  -0.181214E+02
  1281   0.750809E+03   0.299772E+02   0.918463E-01  -0.188090E+02
  1282   0.748948E+03   0.300411E+02   0.917724E-01  -0.194998E+02
  1283   0.747148E+03   0.301013E+02   0.916990E-01  -0.201934E+02
  1284   0.745409E+03   0.301579E+02   0.916261E-01  -0.208894E+02
  1285   0.743731E+03   0.302108E+02   0.915538E-01  -0.215878E+02
  1286   0.742113E+03   0.302600E+02   0.914820E-01  -0.222880E+02
  1287   0.740556E+03   0.303055E+02   0.914107E-01  -0.229899E+02
  1288   0.739060E+03   0.303473E+02   0.913400E-01  -0.236930E+02
  1289   0.737624E+03   0.303854E+02   0.912699E-01  -0.243971E+02
  1290   0.736250E+03   0.304198E+02   0.912004E-01  -0.251018E+02
  1291   0.734937E+03   0.304505E+02   0.911315E-01  -0.258068E+02
  1292   0.733683E+03   0.304775E+02   0.910631E-01  -0.265119E+02
  1293   0.732490E+03   0.305008E+02   0.909954E-01  -0.272167E+02
  1294   0.731358E+03   0.305202E+02   0.909283E-01  -0.279209E+02
  1295   0.730285E+03   0.305360E+02   0.908618E-01  -0.286242E+02
  1296   0.729272E+03   0.305480E+02   0.907960E-01  -0.293263E+02
  1297   0.728317E+03   0.305562E+02   0.907308E-01  -0.300269E+02
  1298   0.727423E+03   0.305607E+02   0.906662E-01  -0.307257E+02
  1299   0.726586E+03   0.305613E+02   0.906023E-01  -0.314225E+02
  1300   0.725808E+03   0.305582E+02   0.905390E-01  -0.321169E+02
  1301   0.725087E+03   0.305512E+02   0.904764E-01  -0.328087E+02
  1302   0.724424E+03   0.305405E+02   0.904145E-01  -0.334974E+02
  1303   0.723818E+03   0.305261E+02   0.903533E-01  -0.341830E+02
  1304   0.723268E+03   0.305079E+02   0.902927E-01  -0.348651E+02
  1305   0.722775E+03   0.304861E+02   0.902328E-01  -0.355434E+02
  1306   0.722337E+03   0.304605E+02   0.901736E-01  -0.362175E+02
  1307   0.721955E+03   0.304312E+02   0.901151E-01  -0.368873E+02
  1308   0.721627E+03   0.303983E+02   0.900573E-01  -0.375525E+02
  1309   0.721353E+03   0.303617E+02   0.900002E-01  -0.382128E+02
  1310   0.721132E+03   0.303214E+02   0.899438E-01  -0.388677E+02
  1311   0.720964E+03   0.302775E+02   0.898881E-01  -0.395173E+02
  1312   0.720848E+03   0.302299E+02   0.898331E-01  -0.401611E+02
  1313   0.720784E+03   0.301787E+02   0.897788E-01  -0.407988E+02
  1314   0.720770E+03   0.301240E+02   0.897252E-01  -0.414303E+02
  1315   0.720806E+03   0.300657E+02   0.896723E-01  -0.420552E+02
  1316   0.720892E+03   0.300039E+02   0.896201E-01  -0.426733E+02
  1317   0.721027E+03   0.299387E+02   0.895687E-01  -0.432844E+02
  1318   0.721210E+03   0.298700E+02   0.895180E-01  -0.438883E+02
  1319   0.721440E+03   0.297980E+02   0.894680E-01  -0.444846E+02
  1320   0.721716E+03   0.297227E+02   0.894186E-01  -0.450733E+02
  1321   0.722039E+03   0.296441E+02   0.893701E-01  -0.456539E+02
  1322   0.722407E+03   0.295622E+02   0.893222E-01  -0.462263E+02
  1323   0.722819E+03   0.294771E+02   0.892750E-01  -0.467903E+02
  1324   0.723274E+03   0.293889E+02   0.892286E-01  -0.473457E+02
  1325   0.723772E+03   0.292974E+02   0.891828E-01  -0.478921E+02
  1326   0.724311E+03   0.292028E+02   0.891377E-01  -0.484294E+02
  1327   0.724892E+03   0.291052E+02   0.890934E-01  -0.489575E+02
  1328   0.725512E+03   0.290044E+02   0.890497E-01  -0.494760E+02
  1329   0.726171E+03   0.289006E+02   0.890068E-01  -0.499847E+02
  1330   0.726868E+03   0.287939E+02   0.889645E-01  -0.504836E+02
  1331   0.727603E+03   0.286843E+02   0.889229E-01  -0.509724E+02
  1332   0.728373E+03   0.285718E+02   0.888821E-01  -0.514509E+02
  1333   0.729179E+03   0.284564E+02   0.888418E-01  -0.519190E+02
  1334   0.730019E+03   0.283383E+02   0.888023E-01  -0.523764E+02
  1335   0.730892E+03   0.282175E+02   0.887634E-01  -0.528229E+02
  1336   0.731797E+03   0.280940E+02   0.887252E-01  -0.532585E+02
  1337   0.732734E+03   0.279678E+02   0.886876E-01  -0.536829E+02
  1338   0.733702E+03   0.278392E+02   0.886507E-01  -0.540960E+02
  1339   0.734698E+03   0.277079E+02   0.886144E-01  -0.544977E+02
  1340   0.735723E+03   0.275743E+02   0.885787E-01  -0.548877E+02
  1341   0.736775E+03   0.274381E+02   0.885437E-01  -0.552661E+02
  1342   0.737853E+03   0.272997E+02   0.885093E-01  -0.556324E+02
  1343   0.738957E+03   0.271588E+02   0.884755E-01  -0.559868E+02
  1344   0.740084E+03   0.270158E+02   0.884423E-01  -0.563289E+02
  1345   0.741234E+03   0.268704E+02   0.884097E-01  -0.566588E+02
  1346   0.742406E+03   0.267230E+02   0.883777E-01  -0.569761E+02
  1347   0.743599E+03   0.265734E+02   0.883462E-01  -0.572810E+02
  1348   0.744812E+03   0.264216E+02   0.883153E-01  -0.575730E+02
  1349   0.746043E+03   0.262680E+02   0.882850E-01  -0.578522E+02
  1350   0.747291E+03   0.261124E+02   0.882552E-01  -0.581187E+02
  1351   0.748556E+03   0.259549E+02   0.882259E-01  -0.583722E+02
  1352   0.749837E+03   0.257957E+02   0.881972E-01  -0.586128E+02
  1353   0.751134E+03   0.256347E+02   0.881689E-01  -0.588404E+02
  1354   0.752439E+03   0.254722E+02   0.881412E-01  -0.590550E+02
  1355   0.753762E+03   0.253080E+02   0.881140E-01  -0.592564E+02
  1356   0.755096E+03   0.251424E+02   0.880872E-01  -0.594447E+02
  1357   0.756442E+03   0.249754E+02   0.880609E-01  -0.596199E+02
  1358   0.757799E+03   0.248070E+02   0.880351E-01  -0.597817E+02
  1359   0.759160E+03   0.246372E+02   0.880097E-01  -0.599304E+02
  1360   0.760526E+03   0.244663E+02   0.879847E-01  -0.600656E+02
  1361   0.761897E+03   0.242942E+02   0.879601E-01  -0.601875E+02
  1362   0.763281E+03   0.241209E+02   0.879360E-01  -0.602960E+02
  1363   0.764663E+03   0.239466E+02   0.879122E-01  -0.603910E+02
  1364   0.766050E+03   0.237713E+02   0.878888E-01  -0.604726E+02
  1365   0.767443E+03   0.235950E+02   0.878658E-01  -0.605407E+02
  1366   0.768827E+03   0.234180E+02   0.878432E-01  -0.605955E+02
  1367   0.770217E+03   0.232401E+02   0.878209E-01  -0.606368E+02
  1368   0.771606E+03   0.230615E+02   0.877989E-01  -0.606646E+02
  1369   0.772988E+03   0.228822E+02   0.877772E-01  -0.606790E+02
  1370   0.774376E+03   0.227025E+02   0.877559E-01  -0.606801E+02
  1371   0.775750E+03   0.225221E+02   0.877348E-01  -0.606678E+02
  1372   0.777123E+03   0.223415E+02   0.877140E-01  -0.606423E+02
  1373   0.778489E+03   0.221604E+02   0.876934E-01  -0.606034E+02
  1374   0.779848E+03   0.219790E+02   0.876732E-01  -0.605514E+02
  1375   0.781193E+03   0.217974E+02   0.876531E-01  -0.604862E+02
  1376   0.782532E+03   0.216157E+02   0.876333E-01  -0.604078E+02
  1377   0.783865E+03   0.214338E+02   0.876136E-01  -0.603164E+02
  1378   0.785184E+03   0.212519E+02   0.875942E-01  -0.602120E+02
  1379   0.786490E+03   0.210701E+02   0.875750E-01  -0.600946E+02
  1380   0.787775E+03   0.208884E+02   0.875559E-01  -0.599641E+02
  1381   0.789055E+03   0.207067E+02   0.875370E-01  -0.598209E+02
  1382   0.790315E+03   0.205254E+02   0.875182E-01  -0.596647E+02
  1383   0.791556E+03   0.203442E+02   0.874995E-01  -0.594958E+02
  1384   0.792777E+03   0.201634E+02   0.874810E-01  -0.593141E+02
  1385   0.793986E+03   0.199830E+02   0.874625E-01  -0.591199E+02
  1386   0.795176E+03   0.198031E+02   0.874441E-01  -0.589133E+02
  1387   0.796340E+03   0.196238E+02   0.874258E-01  -0.586943E+02
  1388   0.797485E+03   0.194451E+02   0.874076E-01  -0.584633E+02
  1389   0.798604E+03   0.192671E+02   0.873894E-01  -0.582203E+02
  1390   0.799706E+03   0.190899E+02   0.873712E-01  -0.579654E+02
  1391   0.800781E+03   0.189135E+02   0.873531E-01  -0.576988E+02
  1392   0.801832E+03   0.187380E+02   0.873349E-01  -0.574205E+02
  1393   0.802865E+03   0.185634E+02   0.873168E-01  -0.571307E+02
  1394   0.803866E+03   0.183898E+02   0.872986E-01  -0.568295E+02
  1395   0.804835E+03   0.182174E+02   0.872803E-01  -0.565171E+02
  1396   0.805779E+03   0.180459E+02   0.872621E-01  -0.561933E+02
  1397   0.806699E+03   0.178756E+02   0.872437E-01  -0.558586E+02
  1398   0.807581E+03   0.177066E+02   0.872253E-01  -0.555129E+02
  1399   0.808438E+03   0.175389E+02   0.872067E-01  -0.551565E+02
  1400   0.809257E+03   0.173725E+02   0.871881E-01  -0.547896E+02
  1401   0.810053E+03   0.172074E+02   0.871693E-01  -0.544123E+02
  1402   0.810811E+03   0.170439E+02   0.871504E-01  -0.540247E+02
  1403   0.811538E+03   0.168817E+02   0.871314E-01  -0.536271E+02
  1404   0.812235E+03   0.167212E+02   0.871122E-01  -0.532197E+02
  1405   0.812895E+03   0.165622E+02   0.870928E-01  -0.528025E+02
  1406   0.813517E+03   0.164050E+02   0.870732E-01  -0.523758E+02
  1407   0.814102E+03   0.162494E+02   0.870534E-01  -0.519398E+02
  1408   0.814657E+03   0.160956E+02   0.870334E-01  -0.514946E+02
  1409   0.815169E+03   0.159435E+02   0.870131E-01  -0.510404E+02
  1410   0.815650E+03   0.157933E+02   0.869926E-01  -0.505774E+02
  1411   0.816089E+03   0.156449E+02   0.869719E-01  -0.501057E+02
  1412   0.816490E+03   0.154985E+02   0.869509E-01  -0.496257E+02
  1413   0.816848E+03   0.153541E+02   0.869296E-01  -0.491373E+02
  1414   0.817170E+03   0.152117E+02   0.869080E-01  -0.486411E+02
  1415   0.817449E+03   0.150714E+02   0.868861E-01  -0.481371E+02
  1416   0.817692E+03   0.149332E+02   0.868638E-01  -0.476256E+02
  1417   0.817892E+03   0.147972E+02   0.868413E-01  -0.471068E+02
  1418   0.818057E+03   0.146634E+02   0.868184E-01  -0.465810E+02
  1419   0.818179E+03   0.145318E+02   0.867951E-01  -0.460483E+02
  1420   0.818258E+03   0.144025E+02   0.867715E-01  -0.455091E+02
  1421   0.818295E+03   0.142756E+02   0.867474E-01  -0.449634E+02
  1422   0.818289E+03   0.141510E+02   0.867230E-01  -0.444116E+02
  1423   0.818249E+03   0.140288E+02   0.866982E-01  -0.438538E+02
  1424   0.818159E+03   0.139090E+02   0.866730E-01  -0.432901E+02
  1425   0.818027E+03   0.137917E+02   0.866473E-01  -0.427209E+02
  1426   0.817853E+03   0.136769E+02   0.866212E-01  -0.421465E+02
  1427   0.817630E+03   0.135646E+02   0.865946E-01  -0.415669E+02
  1428   0.817365E+03   0.134548E+02   0.865676E-01  -0.409824E+02
  1429   0.817058E+03   0.133476E+02   0.865401E-01  -0.403933E+02
  1430   0.816710E+03   0.132429E+02   0.865121E-01  -0.397998E+02
  1431   0.816314E+03   0.131410E+02   0.864837E-01  -0.392021E+02
  1432   0.815875E+03   0.130417E+02   0.864547E-01  -0.386005E+02
  1433   0.815389E+03   0.129451E+02   0.864252E-01  -0.379951E+02
  1434   0.814860E+03   0.128511E+02   0.863952E-01  -0.373862E+02
  1435   0.814284E+03   0.127599E+02   0.863647E-01  -0.367741E+02
  1436   0.813666E+03   0.126715E+02   0.863337E-01  -0.361589E+02
  1437   0.813000E+03   0.125857E+02   0.863021E-01  -0.355411E+02
  1438   0.812285E+03   0.125028E+02   0.862699E-01  -0.349206E+02
  1439   0.811529E+03   0.124227E+02   0.862372E-01  -0.342978E+02
  1440   0.810733E+03   0.123453E+02   0.862039E-01  -0.336730E+02
  1441   0.809888E+03   0.122708E+02   0.861701E-01  -0.330462E+02
  1442   0.808995E+03   0.121991E+02   0.861357E-01  -0.324179E+02
  1443   0.808053E+03   0.121302E+02   0.861006E-01  -0.317881E+02
  1444   0.807071E+03   0.120642E+02   0.860650E-01  -0.311572E+02
  1445   0.806041E+03   0.120011E+02   0.860288E-01  -0.305252E+02
  1446   0.804962E+03   0.119409E+02   0.859920E-01  -0.298925E+02
  1447   0.803843E+03   0.118835E+02   0.859546E-01  -0.292595E+02
  1448   0.802676E+03   0.118290E+02   0.859165E-01  -0.286260E+02
  1449   0.801460E+03   0.117774E+02   0.858778E-01  -0.279927E+02
  1450   0.800204E+03   0.117287E+02   0.858386E-01  -0.273595E+02
  1451   0.798907E+03   0.116829E+02   0.857986E-01  -0.267268E+02
  1452   0.797561E+03   0.116399E+02   0.857581E-01  -0.260949E+02
  1453   0.796168E+03   0.115999E+02   0.857169E-01  -0.254639E+02
  1454   0.794733E+03   0.115628E+02   0.856750E-01  -0.248342E+02
  1455   0.793258E+03   0.115286E+02   0.856326E-01  -0.242058E+02
  1456   0.791742E+03   0.114972E+02   0.855894E-01  -0.235790E+02
  1457   0.790185E+03   0.114688E+02   0.855456E-01  -0.229541E+02
  1458   0.788579E+03   0.114431E+02   0.855012E-01  -0.223312E+02
  1459   0.786933E+03   0.114204E+02   0.854561E-01  -0.217105E+02
  1460   0.785245E+03   0.114005E+02   0.854104E-01  -0.210923E+02
  1461   0.783517E+03   0.113835E+02   0.853640E-01  -0.204767E+02
  1462   0.781747E+03   0.113692E+02   0.853169E-01  -0.198641E+02
  1463   0.779936E+03   0.113578E+02   0.852692E-01  -0.192545E+02
  1464   0.778083E+03   0.113492E+02   0.852208E-01  -0.186481E+02
  1465   0.776189E+03   0.113434E+02   0.851718E-01  -0.180452E+02
  1466   0.774261E+03   0.113404E+02   0.851220E-01  -0.174461E+02
  1467   0.772292E+03   0.113401E+02   0.850717E-01  -0.168509E+02
  1468   0.770288E+03   0.113426E+02   0.850206E-01  -0.162598E+02
  1469   0.768243E+03   0.113477E+02   0.849689E-01  -0.156730E+02
  1470   0.766155E+03   0.113557E+02   0.849165E-01  -0.150906E+02
  1471   0.764041E+03   0.113662E+02   0.848635E-01  -0.145129E+02
  1472   0.761885E+03   0.113795E+02   0.848098E-01  -0.139401E+02
  1473   0.759686E+03   0.113953E+02   0.847555E-01  -0.133724E+02
  1474   0.757461E+03   0.114138E+02   0.847005E-01  -0.128099E+02
  1475   0.755193E+03   0.114348E+02   0.846448E-01  -0.122528E+02
  1476   0.752897E+03   0.114585E+02   0.845885E-01  -0.117013E+02
  1477   0.750566E+03   0.114847E+02   0.845315E-01  -0.111557E+02
  1478   0.748200E+03   0.115133E+02   0.844739E-01  -0.106159E+02
  1479   0.745806E+03   0.115445E+02   0.844156E-01  -0.100823E+02
  1480   0.743376E+03   0.115781E+02   0.843567E-01  -0.955494E+01
  1481   0.740919E+03   0.116141E+02   0.842971E-01  -0.903405E+01
  1482   0.738425E+03   0.116525E+02   0.842369E-01  -0.851978E+01
  1483   0.735903E+03   0.116933E+02   0.841761E-01  -0.801227E+01
  1484   0.733360E+03   0.117364E+02   0.841146E-01  -0.751166E+01
  1485   0.730781E+03   0.117819E+02   0.840525E-01  -0.701811E+01
  1486   0.728180E+03   0.118295E+02   0.839897E-01  -0.653176E+01
  1487   0.725543E+03   0.118794E+02   0.839264E-01  -0.605277E+01
  1488   0.722884E+03   0.119315E+02   0.838624E-01  -0.558127E+01
  1489   0.720203E+03   0.119857E+02   0.837978E-01  -0.511742E+01
  1490   0.717489E+03   0.120421E+02   0.837326E-01  -0.466132E+01
  1491   0.714753E+03   0.121004E+02   0.836668E-01  -0.421311E+01
  1492   0.711992E+03   0.121609E+02   0.836004E-01  -0.377292E+01
  1493   0.709209E+03   0.122234E+02   0.835334E-01  -0.334089E+01
  1494   0.706402E+03   0.122877E+02   0.834658E-01  -0.291713E+01
  1495   0.703573E+03   0.123540E+02   0.833977E-01  -0.250178E+01
  1496   0.700722E+03   0.124222E+02   0.833289E-01  -0.209494E+01
  1497   0.697851E+03   0.124922E+02   0.832596E-01  -0.169670E+01
  1498   0.694960E+03   0.125640E+02   0.831897E-01  -0.130716E+01
  1499   0.692050E+03   0.126375E+02   0.831193E-01  -0.926407E+00
  1500   0.689121E+03   0.127127E+02   0.830483E-01  -0.554551E+00
  1501   0.686174E+03   0.127896E+02   0.829768E-01  -0.191690E+00
  1502   0.683211E+03   0.128681E+02   0.829047E-01   0.162095E+00
  1503   0.680231E+03   0.129481E+02   0.828322E-01   0.506707E+00
  1504   0.677236E+03   0.130297E+02   0.827590E-01   0.842094E+00
  1505   0.674226E+03   0.131127E+02   0.826854E-01   0.116817E+01
  1506   0.671202E+03   0.131971E+02   0.826113E-01   0.148486E+01
  1507   0.668164E+03   0.132829E+02   0.825367E-01   0.179209E+01
  1508   0.665113E+03   0.133701E+02   0.824615E-01   0.208976E+01
  1509   0.662050E+03   0.134585E+02   0.823859E-01   0.237790E+01
  1510   0.658976E+03   0.135481E+02   0.823099E-01   0.265632E+01
  1511   0.655890E+03   0.136390E+02   0.822333E-01   0.292510E+01
  1512   0.652797E+03   0.137309E+02   0.821564E-01   0.318420E+01
  1513   0.649694E+03   0.138240E+02   0.820789E-01   0.343364E+01
  1514   0.646584E+03   0.139180E+02   0.820011E-01   0.367328E+01
  1515   0.643468E+03   0.140131E+02   0.819228E-01   0.390322E+01
  1516   0.640346E+03   0.141091E+02   0.818441E-01   0.412333E+01
  1517   0.637220E+03   0.142060E+02   0.817650E-01   0.433361E+01
  1518   0.634089E+03   0.143037E+02   0.816855E-01   0.453410E+01
  1519   0.630956E+03   0.144023E+02   0.816056E-01   0.472479E+01
  1520   0.627819E+03   0.145015E+02   0.815253E-01   0.490555E+01
  1521   0.624681E+03   0.146014E+02   0.814447E-01   0.507647E+01
  1522   0.621541E+03   0.147021E+02   0.813637E-01   0.523757E+01
  1523   0.618401E+03   0.148033E+02   0.812824E-01   0.538869E+01
  1524   0.615261E+03   0.149050E+02   0.812008E-01   0.552992E+01
  1525   0.612122E+03   0.150071E+02   0.811188E-01   0.566127E+01
  1526   0.608985E+03   0.151097E+02   0.810365E-01   0.578274E+01
  1527   0.605850E+03   0.152128E+02   0.809539E-01   0.589442E+01
  1528   0.602718E+03   0.153161E+02   0.808711E-01   0.599623E+01
  1529   0.599591E+03   0.154198E+02   0.807879E-01   0.608832E+01
  1530   0.596469E+03   0.155236E+02   0.807045E-01   0.617055E+01
  1531   0.593352E+03   0.156277E+02   0.806209E-01   0.624299E+01
  1532   0.590240E+03   0.157319E+02   0.805370E-01   0.630571E+01
  1533   0.587136E+03   0.158361E+02   0.804528E-01   0.635872E+01
  1534   0.584039E+03   0.159404E+02   0.803685E-01   0.640208E+01
  1535   0.580950E+03   0.160447E+02   0.802839E-01   0.643579E+01
  1536   0.577871E+03   0.161488E+02   0.801992E-01   0.645985E+01
  1537   0.574799E+03   0.162528E+02   0.801142E-01   0.647432E+01
  1538   0.571738E+03   0.163567E+02   0.800291E-01   0.647927E+01
  1539   0.568688E+03   0.164603E+02   0.799439E-01   0.647477E+01
  1540   0.565649E+03   0.165637E+02   0.798584E-01   0.646095E+01
  1541   0.562622E+03   0.166667E+02   0.797729E-01   0.643774E+01
  1542   0.559608E+03   0.167693E+02   0.796872E-01   0.640533E+01
  1543   0.556608E+03   0.168715E+02   0.796014E-01   0.636373E+01
  1544   0.553623E+03   0.169734E+02   0.795154E-01   0.631307E+01
  1545   0.550651E+03   0.170746E+02   0.794294E-01   0.625339E+01
  1546   0.547696E+03   0.171752E+02   0.793433E-01   0.618478E+01
  1547   0.544757E+03   0.172753E+02   0.792572E-01   0.610727E+01
  1548   0.541834E+03   0.173748E+02   0.791710E-01   0.602101E+01
  1549   0.538928E+03   0.174735E+02   0.790847E-01   0.592604E+01
  1550   0.536040E+03   0.175715E+02   0.789984E-01   0.582243E+01
  1551   0.533170E+03   0.176686E+02   0.789120E-01   0.571031E+01
  1552   0.530319E+03   0.177649E+02   0.788257E-01   0.558971E+01
