#    L    TT             EE             TE             PP             TP          
   989   0.106085E+04   0.442485E+02  -0.799809E+01   0.315385E+06   0.452928E+02
   990   0.105704E+04   0.442590E+02  -0.951852E+01   0.314868E+06   0.446046E+02
   991   0.105339E+04   0.442629E+02  -0.110384E+02   0.314351E+06   0.439208E+02
   992   0.104990E+04   0.442604E+02  -0.125571E+02   0.313836E+06   0.432416E+02
   993   0.104656E+04   0.442513E+02  -0.140740E+02   0.313322E+06   0.425670E+02
   994   0.104338E+04   0.442357E+02  -0.155882E+02   0.312809E+06   0.418970E+02
   995   0.104035E+04   0.442136E+02  -0.170993E+02   0.312297E+06   0.412316E+02
   996   0.103748E+04   0.441852E+02  -0.186066E+02   0.311787E+06   0.405710E+02
   997   0.103476E+04   0.441501E+02  -0.201095E+02   0.311278E+06   0.399150E+02
   998   0.103220E+04   0.441086E+02  -0.216072E+02   0.310770E+06   0.392638E+02
   999   0.102979E+04   0.440608E+02  -0.230990E+02   0.310263E+06   0.386175E+02
  1000   0.102753E+04   0.440065E+02  -0.245843E+02   0.309758E+06   0.379760E+02
  1001   0.102542E+04   0.439457E+02  -0.260623E+02   0.309253E+06   0.373394E+02
  1002   0.102346E+04   0.438785E+02  -0.275323E+02   0.308750E+06   0.367077E+02
  1003   0.102164E+04   0.438048E+02  -0.289936E+02   0.308249E+06   0.360809E+02
  1004   0.101997E+04   0.437246E+02  -0.304454E+02   0.307748E+06   0.354591E+02
  1005   0.101843E+04   0.436380E+02  -0.318872E+02   0.307249E+06   0.348422E+02
  1006   0.101704E+04   0.435451E+02  -0.333184E+02   0.306750E+06   0.342304E+02
  1007   0.101579E+04   0.434461E+02  -0.347388E+02   0.306254E+06   0.336235E+02
  1008   0.101467E+04   0.433410E+02  -0.361482E+02   0.305758E+06   0.330216E+02
  1009   0.101370E+04   0.432301E+02  -0.375460E+02   0.305263E+06   0.324247E+02
  1010   0.101286E+04   0.431135E+02  -0.389320E+02   0.304770E+06   0.318328E+02
  1011   0.101215E+04   0.429913E+02  -0.403059E+02   0.304277E+06   0.312460E+02
  1012   0.101157E+04   0.428636E+02  -0.416674E+02   0.303786E+06   0.306643E+02
  1013   0.101112E+04   0.427305E+02  -0.430160E+02   0.303297E+06   0.300877E+02
  1014   0.101081E+04   0.425919E+02  -0.443512E+02   0.302808E+06   0.295161E+02
  1015   0.101061E+04   0.424476E+02  -0.456726E+02   0.302320E+06   0.289497E+02
  1016   0.101055E+04   0.422978E+02  -0.469797E+02   0.301834E+06   0.283883E+02
  1017   0.101063E+04   0.421422E+02  -0.482722E+02   0.301349E+06   0.278322E+02
  1018   0.101082E+04   0.419808E+02  -0.495494E+02   0.300865E+06   0.272812E+02
  1019   0.101114E+04   0.418137E+02  -0.508109E+02   0.300382E+06   0.267353E+02
  1020   0.101158E+04   0.416407E+02  -0.520561E+02   0.299900E+06   0.261947E+02
  1021   0.101215E+04   0.414624E+02  -0.532841E+02   0.299420E+06   0.256592E+02
  1022   0.101283E+04   0.412787E+02  -0.544944E+02   0.298940E+06   0.251290E+02
  1023   0.101362E+04   0.410897E+02  -0.556862E+02   0.298462E+06   0.246040E+02
  1024   0.101452E+04   0.408957E+02  -0.568588E+02   0.297985E+06   0.240843E+02
  1025   0.101552E+04   0.406969E+02  -0.580114E+02   0.297509E+06   0.235698E+02
  1026   0.101664E+04   0.404933E+02  -0.591434E+02   0.297034E+06   0.230606E+02
  1027   0.101785E+04   0.402851E+02  -0.602549E+02   0.296561E+06   0.225568E+02
  1028   0.101915E+04   0.400722E+02  -0.613459E+02   0.296088E+06   0.220582E+02
  1029   0.102057E+04   0.398548E+02  -0.624164E+02   0.295617E+06   0.215649E+02
  1030   0.102208E+04   0.396329E+02  -0.634664E+02   0.295147E+06   0.210770E+02
  1031   0.102369E+04   0.394066E+02  -0.644961E+02   0.294677E+06   0.205945E+02
  1032   0.102539E+04   0.391759E+02  -0.655055E+02   0.294209E+06   0.201173E+02
  1033   0.102719E+04   0.389409E+02  -0.664947E+02   0.293742E+06   0.196455E+02
  1034   0.102909E+04   0.387017E+02  -0.674629E+02   0.293277E+06   0.191791E+02
  1035   0.103108E+04   0.384585E+02  -0.684096E+02   0.292812E+06   0.187182E+02
  1036   0.103315E+04   0.382113E+02  -0.693342E+02   0.292348E+06   0.182627E+02
  1037   0.103529E+04   0.379603E+02  -0.702359E+02   0.291886E+06   0.178126E+02
  1038   0.103753E+04   0.377057E+02  -0.711143E+02   0.291424E+06   0.173680E+02
  1039   0.103984E+04   0.374476E+02  -0.719687E+02   0.290964E+06   0.169289E+02
  1040   0.104221E+04   0.371861E+02  -0.727984E+02   0.290505E+06   0.164953E+02
  1041   0.104466E+04   0.369212E+02  -0.736033E+02   0.290047E+06   0.160672E+02
  1042   0.104718E+04   0.366529E+02  -0.743835E+02   0.289590E+06   0.156446E+02
  1043   0.104976E+04   0.363814E+02  -0.751385E+02   0.289134E+06   0.152275E+02
  1044   0.105241E+04   0.361066E+02  -0.758690E+02   0.288679E+06   0.148161E+02
  1045   0.105512E+04   0.358284E+02  -0.765742E+02   0.288225E+06   0.144102E+02
  1046   0.105789E+04   0.355471E+02  -0.772549E+02   0.287773E+06   0.140099E+02
  1047   0.106072E+04   0.352626E+02  -0.779104E+02   0.287321E+06   0.136152E+02
  1048   0.106361E+04   0.349750E+02  -0.785406E+02   0.286870E+06   0.132261E+02
  1049   0.106655E+04   0.346846E+02  -0.791448E+02   0.286421E+06   0.128426E+02
  1050   0.106954E+04   0.343917E+02  -0.797245E+02   0.285973E+06   0.124648E+02
  1051   0.107258E+04   0.340964E+02  -0.802788E+02   0.285525E+06   0.120927E+02
  1052   0.107566E+04   0.337987E+02  -0.808072E+02   0.285079E+06   0.117262E+02
  1053   0.107879E+04   0.334991E+02  -0.813096E+02   0.284634E+06   0.113654E+02
  1054   0.108196E+04   0.331978E+02  -0.817860E+02   0.284189E+06   0.110102E+02
  1055   0.108516E+04   0.328947E+02  -0.822371E+02   0.283746E+06   0.106606E+02
  1056   0.108840E+04   0.325900E+02  -0.826622E+02   0.283304E+06   0.103166E+02
  1057   0.109167E+04   0.322838E+02  -0.830606E+02   0.282863E+06   0.997824E+01
  1058   0.109497E+04   0.319762E+02  -0.834336E+02   0.282423E+06   0.964542E+01
  1059   0.109829E+04   0.316673E+02  -0.837800E+02   0.281984E+06   0.931817E+01
  1060   0.110164E+04   0.313571E+02  -0.840996E+02   0.281546E+06   0.899646E+01
  1061   0.110501E+04   0.310459E+02  -0.843939E+02   0.281109E+06   0.868029E+01
  1062   0.110841E+04   0.307336E+02  -0.846607E+02   0.280673E+06   0.836965E+01
  1063   0.111182E+04   0.304204E+02  -0.849023E+02   0.280239E+06   0.806452E+01
  1064   0.111524E+04   0.301065E+02  -0.851171E+02   0.279805E+06   0.776488E+01
  1065   0.111867E+04   0.297919E+02  -0.853051E+02   0.279372E+06   0.747073E+01
  1066   0.112212E+04   0.294767E+02  -0.854679E+02   0.278940E+06   0.718205E+01
  1067   0.112557E+04   0.291610E+02  -0.856040E+02   0.278509E+06   0.689883E+01
  1068   0.112903E+04   0.288451E+02  -0.857140E+02   0.278080E+06   0.662106E+01
  1069   0.113248E+04   0.285289E+02  -0.857981E+02   0.277651E+06   0.634872E+01
  1070   0.113594E+04   0.282126E+02  -0.858561E+02   0.277223E+06   0.608180E+01
  1071   0.113940E+04   0.278964E+02  -0.858881E+02   0.276797E+06   0.582029E+01
  1072   0.114285E+04   0.275803E+02  -0.858949E+02   0.276371E+06   0.556417E+01
  1073   0.114629E+04   0.272646E+02  -0.858757E+02   0.275946E+06   0.531343E+01
  1074   0.114973E+04   0.269493E+02  -0.858311E+02   0.275522E+06   0.506806E+01
  1075   0.115314E+04   0.266346E+02  -0.857614E+02   0.275100E+06   0.482804E+01
  1076   0.115655E+04   0.263206E+02  -0.856656E+02   0.274678E+06   0.459336E+01
  1077   0.115994E+04   0.260073E+02  -0.855453E+02   0.274257E+06   0.436401E+01
  1078   0.116331E+04   0.256949E+02  -0.854005E+02   0.273837E+06   0.413998E+01
  1079   0.116666E+04   0.253836E+02  -0.852304E+02   0.273419E+06   0.392125E+01
  1080   0.116999E+04   0.250734E+02  -0.850366E+02   0.273001E+06   0.370781E+01
  1081   0.117328E+04   0.247646E+02  -0.848175E+02   0.272584E+06   0.349965E+01
  1082   0.117655E+04   0.244571E+02  -0.845746E+02   0.272168E+06   0.329674E+01
  1083   0.117979E+04   0.241511E+02  -0.843079E+02   0.271753E+06   0.309909E+01
  1084   0.118300E+04   0.238467E+02  -0.840175E+02   0.271339E+06   0.290668E+01
  1085   0.118617E+04   0.235440E+02  -0.837040E+02   0.270926E+06   0.271949E+01
  1086   0.118931E+04   0.232431E+02  -0.833661E+02   0.270514E+06   0.253751E+01
  1087   0.119241E+04   0.229440E+02  -0.830058E+02   0.270103E+06   0.236072E+01
  1088   0.119546E+04   0.226470E+02  -0.826225E+02   0.269693E+06   0.218913E+01
  1089   0.119847E+04   0.223522E+02  -0.822161E+02   0.269284E+06   0.202270E+01
  1090   0.120143E+04   0.220595E+02  -0.817875E+02   0.268876E+06   0.186143E+01
  1091   0.120435E+04   0.217692E+02  -0.813374E+02   0.268469E+06   0.170531E+01
  1092   0.120722E+04   0.214814E+02  -0.808649E+02   0.268063E+06   0.155432E+01
  1093   0.121004E+04   0.211962E+02  -0.803716E+02   0.267657E+06   0.140845E+01
  1094   0.121280E+04   0.209136E+02  -0.798568E+02   0.267253E+06   0.126769E+01
  1095   0.121551E+04   0.206338E+02  -0.793220E+02   0.266850E+06   0.113202E+01
  1096   0.121816E+04   0.203570E+02  -0.787663E+02   0.266447E+06   0.100143E+01
  1097   0.122076E+04   0.200832E+02  -0.781906E+02   0.266046E+06   0.875911E+00
  1098   0.122330E+04   0.198124E+02  -0.775955E+02   0.265645E+06   0.755443E+00
  1099   0.122578E+04   0.195449E+02  -0.769812E+02   0.265245E+06   0.640016E+00
  1100   0.122820E+04   0.192807E+02  -0.763482E+02   0.264847E+06   0.529618E+00
  1101   0.123055E+04   0.190197E+02  -0.756960E+02   0.264449E+06   0.424230E+00
  1102   0.123283E+04   0.187622E+02  -0.750259E+02   0.264052E+06   0.323821E+00
  1103   0.123505E+04   0.185083E+02  -0.743372E+02   0.263656E+06   0.228353E+00
  1104   0.123720E+04   0.182581E+02  -0.736314E+02   0.263261E+06   0.137789E+00
  1105   0.123928E+04   0.180114E+02  -0.729084E+02   0.262867E+06   0.520928E-01
  1106   0.124129E+04   0.177686E+02  -0.721686E+02   0.262473E+06  -0.287726E-01
  1107   0.124322E+04   0.175296E+02  -0.714125E+02   0.262081E+06  -0.104844E+00
  1108   0.124508E+04   0.172946E+02  -0.706405E+02   0.261690E+06  -0.176159E+00
  1109   0.124687E+04   0.170636E+02  -0.698530E+02   0.261299E+06  -0.242754E+00
  1110   0.124858E+04   0.168368E+02  -0.690504E+02   0.260909E+06  -0.304665E+00
  1111   0.125021E+04   0.166141E+02  -0.682331E+02   0.260521E+06  -0.361930E+00
  1112   0.125176E+04   0.163956E+02  -0.674015E+02   0.260133E+06  -0.414586E+00
  1113   0.125324E+04   0.161815E+02  -0.665563E+02   0.259746E+06  -0.462669E+00
  1114   0.125464E+04   0.159719E+02  -0.656976E+02   0.259360E+06  -0.506216E+00
  1115   0.125595E+04   0.157667E+02  -0.648260E+02   0.258975E+06  -0.545265E+00
  1116   0.125718E+04   0.155660E+02  -0.639419E+02   0.258591E+06  -0.579852E+00
  1117   0.125833E+04   0.153699E+02  -0.630458E+02   0.258207E+06  -0.610013E+00
  1118   0.125940E+04   0.151784E+02  -0.621380E+02   0.257825E+06  -0.635787E+00
  1119   0.126038E+04   0.149917E+02  -0.612191E+02   0.257443E+06  -0.657209E+00
  1120   0.126127E+04   0.148097E+02  -0.602894E+02   0.257062E+06  -0.674316E+00
  1121   0.126208E+04   0.146326E+02  -0.593494E+02   0.256683E+06  -0.687146E+00
  1122   0.126280E+04   0.144604E+02  -0.583996E+02   0.256304E+06  -0.695735E+00
  1123   0.126343E+04   0.142930E+02  -0.574403E+02   0.255925E+06  -0.700121E+00
  1124   0.126398E+04   0.141307E+02  -0.564721E+02   0.255548E+06  -0.700339E+00
  1125   0.126443E+04   0.139733E+02  -0.554952E+02   0.255172E+06  -0.696428E+00
  1126   0.126479E+04   0.138210E+02  -0.545105E+02   0.254796E+06  -0.688423E+00
  1127   0.126506E+04   0.136738E+02  -0.535182E+02   0.254422E+06  -0.676361E+00
  1128   0.126525E+04   0.135319E+02  -0.525191E+02   0.254048E+06  -0.660281E+00
  1129   0.126534E+04   0.133951E+02  -0.515134E+02   0.253675E+06  -0.640217E+00
  1130   0.126534E+04   0.132635E+02  -0.505017E+02   0.253303E+06  -0.616208E+00
  1131   0.126526E+04   0.131372E+02  -0.494846E+02   0.252932E+06  -0.588290E+00
  1132   0.126508E+04   0.130163E+02  -0.484625E+02   0.252561E+06  -0.556500E+00
  1133   0.126481E+04   0.129007E+02  -0.474359E+02   0.252192E+06  -0.520875E+00
  1134   0.126444E+04   0.127904E+02  -0.464051E+02   0.251823E+06  -0.481452E+00
  1135   0.126399E+04   0.126855E+02  -0.453708E+02   0.251455E+06  -0.438267E+00
  1136   0.126345E+04   0.125861E+02  -0.443331E+02   0.251088E+06  -0.391358E+00
  1137   0.126281E+04   0.124920E+02  -0.432928E+02   0.250722E+06  -0.340761E+00
  1138   0.126208E+04   0.124034E+02  -0.422502E+02   0.250357E+06  -0.286513E+00
  1139   0.126126E+04   0.123202E+02  -0.412057E+02   0.249992E+06  -0.228652E+00
  1140   0.126034E+04   0.122424E+02  -0.401599E+02   0.249628E+06  -0.167213E+00
  1141   0.125934E+04   0.121702E+02  -0.391133E+02   0.249266E+06  -0.102235E+00
  1142   0.125824E+04   0.121034E+02  -0.380663E+02   0.248904E+06  -0.337526E-01
  1143   0.125705E+04   0.120421E+02  -0.370194E+02   0.248542E+06   0.381958E-01
  1144   0.125576E+04   0.119863E+02  -0.359731E+02   0.248182E+06   0.113574E+00
  1145   0.125439E+04   0.119360E+02  -0.349278E+02   0.247823E+06   0.192344E+00
  1146   0.125292E+04   0.118912E+02  -0.338841E+02   0.247464E+06   0.274471E+00
  1147   0.125137E+04   0.118519E+02  -0.328424E+02   0.247106E+06   0.359916E+00
  1148   0.124972E+04   0.118180E+02  -0.318030E+02   0.246749E+06   0.448643E+00
  1149   0.124798E+04   0.117897E+02  -0.307665E+02   0.246392E+06   0.540615E+00
  1150   0.124615E+04   0.117667E+02  -0.297332E+02   0.246037E+06   0.635796E+00
  1151   0.124424E+04   0.117492E+02  -0.287037E+02   0.245682E+06   0.734149E+00
  1152   0.124223E+04   0.117372E+02  -0.276785E+02   0.245328E+06   0.835639E+00
  1153   0.124015E+04   0.117306E+02  -0.266578E+02   0.244975E+06   0.940234E+00
  1154   0.123796E+04   0.117294E+02  -0.256422E+02   0.244623E+06   0.104790E+01
  1155   0.123570E+04   0.117335E+02  -0.246321E+02   0.244271E+06   0.115860E+01
  1156   0.123334E+04   0.117430E+02  -0.236280E+02   0.243921E+06   0.127230E+01
  1157   0.123090E+04   0.117577E+02  -0.226302E+02   0.243571E+06   0.138898E+01
  1158   0.122839E+04   0.117779E+02  -0.216394E+02   0.243222E+06   0.150858E+01
  1159   0.122579E+04   0.118032E+02  -0.206558E+02   0.242873E+06   0.163109E+01
  1160   0.122311E+04   0.118338E+02  -0.196799E+02   0.242526E+06   0.175647E+01
  1161   0.122034E+04   0.118696E+02  -0.187120E+02   0.242179E+06   0.188468E+01
  1162   0.121751E+04   0.119105E+02  -0.177526E+02   0.241833E+06   0.201570E+01
  1163   0.121459E+04   0.119566E+02  -0.168020E+02   0.241488E+06   0.214947E+01
  1164   0.121159E+04   0.120078E+02  -0.158607E+02   0.241143E+06   0.228599E+01
  1165   0.120853E+04   0.120639E+02  -0.149290E+02   0.240800E+06   0.242520E+01
  1166   0.120538E+04   0.121251E+02  -0.140073E+02   0.240457E+06   0.256707E+01
  1167   0.120215E+04   0.121912E+02  -0.130959E+02   0.240115E+06   0.271158E+01
  1168   0.119885E+04   0.122622E+02  -0.121953E+02   0.239773E+06   0.285869E+01
  1169   0.119549E+04   0.123382E+02  -0.113058E+02   0.239433E+06   0.300836E+01
  1170   0.119205E+04   0.124188E+02  -0.104277E+02   0.239093E+06   0.316056E+01
  1171   0.118855E+04   0.125042E+02  -0.956155E+01   0.238754E+06   0.331526E+01
  1172   0.118497E+04   0.125943E+02  -0.870746E+01   0.238415E+06   0.347242E+01
  1173   0.118133E+04   0.126890E+02  -0.786593E+01   0.238078E+06   0.363201E+01
  1174   0.117763E+04   0.127883E+02  -0.703729E+01   0.237741E+06   0.379400E+01
  1175   0.117385E+04   0.128922E+02  -0.622180E+01   0.237405E+06   0.395834E+01
  1176   0.117002E+04   0.130004E+02  -0.541980E+01   0.237070E+06   0.412502E+01
  1177   0.116613E+04   0.131130E+02  -0.463156E+01   0.236735E+06   0.429399E+01
  1178   0.116217E+04   0.132300E+02  -0.385743E+01   0.236401E+06   0.446522E+01
  1179   0.115816E+04   0.133512E+02  -0.309769E+01   0.236068E+06   0.463868E+01
  1180   0.115409E+04   0.134766E+02  -0.235266E+01   0.235736E+06   0.481433E+01
  1181   0.114996E+04   0.136061E+02  -0.162262E+01   0.235404E+06   0.499214E+01
  1182   0.114578E+04   0.137397E+02  -0.907834E+00   0.235073E+06   0.517208E+01
  1183   0.114155E+04   0.138772E+02  -0.208586E+00   0.234743E+06   0.535411E+01
  1184   0.113726E+04   0.140186E+02   0.474856E+00   0.234414E+06   0.553820E+01
  1185   0.113292E+04   0.141638E+02   0.114221E+01   0.234085E+06   0.572431E+01
  1186   0.112853E+04   0.143127E+02   0.179321E+01   0.233757E+06   0.591241E+01
  1187   0.112410E+04   0.144653E+02   0.242760E+01   0.233430E+06   0.610247E+01
  1188   0.111962E+04   0.146214E+02   0.304516E+01   0.233103E+06   0.629446E+01
  1189   0.111510E+04   0.147810E+02   0.364568E+01   0.232778E+06   0.648833E+01
  1190   0.111052E+04   0.149441E+02   0.422896E+01   0.232452E+06   0.668406E+01
  1191   0.110592E+04   0.151104E+02   0.479481E+01   0.232128E+06   0.688161E+01
  1192   0.110127E+04   0.152800E+02   0.534302E+01   0.231805E+06   0.708095E+01
  1193   0.109658E+04   0.154528E+02   0.587341E+01   0.231482E+06   0.728205E+01
  1194   0.109186E+04   0.156285E+02   0.638575E+01   0.231159E+06   0.748486E+01
  1195   0.108711E+04   0.158073E+02   0.687991E+01   0.230838E+06   0.768937E+01
  1196   0.108232E+04   0.159889E+02   0.735573E+01   0.230517E+06   0.789552E+01
  1197   0.107750E+04   0.161733E+02   0.781305E+01   0.230197E+06   0.810330E+01
  1198   0.107266E+04   0.163604E+02   0.825174E+01   0.229878E+06   0.831266E+01
  1199   0.106778E+04   0.165501E+02   0.867157E+01   0.229559E+06   0.852358E+01
  1200   0.106288E+04   0.167422E+02   0.907252E+01   0.229241E+06   0.873601E+01
  1201   0.105796E+04   0.169368E+02   0.945432E+01   0.228924E+06   0.894993E+01
  1202   0.105301E+04   0.171338E+02   0.981702E+01   0.228607E+06   0.916530E+01
  1203   0.104804E+04   0.173328E+02   0.101604E+02   0.228291E+06   0.938208E+01
  1204   0.104305E+04   0.175341E+02   0.104845E+02   0.227976E+06   0.960023E+01
  1205   0.103805E+04   0.177374E+02   0.107891E+02   0.227661E+06   0.981971E+01
  1206   0.103303E+04   0.179426E+02   0.110743E+02   0.227347E+06   0.100405E+02
  1207   0.102799E+04   0.181496E+02   0.113399E+02   0.227034E+06   0.102626E+02
  1208   0.102295E+04   0.183584E+02   0.115858E+02   0.226722E+06   0.104858E+02
  1209   0.101790E+04   0.185687E+02   0.118122E+02   0.226410E+06   0.107103E+02
  1210   0.101283E+04   0.187806E+02   0.120187E+02   0.226099E+06   0.109359E+02
  1211   0.100776E+04   0.189940E+02   0.122057E+02   0.225788E+06   0.111626E+02
  1212   0.100268E+04   0.192086E+02   0.123730E+02   0.225479E+06   0.113904E+02
  1213   0.997601E+03   0.194246E+02   0.125205E+02   0.225169E+06   0.116193E+02
  1214   0.992520E+03   0.196417E+02   0.126483E+02   0.224861E+06   0.118491E+02
  1215   0.987447E+03   0.198598E+02   0.127563E+02   0.224553E+06   0.120800E+02
  1216   0.982366E+03   0.200788E+02   0.128447E+02   0.224246E+06   0.123117E+02
  1217   0.977292E+03   0.202987E+02   0.129133E+02   0.223940E+06   0.125443E+02
